model,state,r2,mae,rmse,n
ridge,01,0.5504937171936035,0.2444031834602356,0.2993830144405365,11
ridge,02,0.3095194697380066,0.22396335005760193,0.26161423325538635,5
ridge,03,-0.5115070343017578,0.30396413803100586,0.3496953248977661,5
ridge,04,0.5271283388137817,0.20076799392700195,0.2465001940727234,11
ridge,05,0.7492603063583374,0.2834402322769165,0.40407803654670715,38
ridge,06,0.6059138774871826,0.13575629889965057,0.17538325488567352,10
ridge,07,0.5995644927024841,0.2471245676279068,0.30887749791145325,118
ridge,08,0.40637141466140747,0.5195417404174805,0.6651730537414551,67
ridge,09,-0.25906598567962646,0.4174448549747467,0.45156410336494446,16
ridge,10,0.6528242826461792,0.25466299057006836,0.323289692401886,39
ridge,11,0.5080826282501221,0.24441061913967133,0.31005722284317017,46
ridge,12,-0.8560142517089844,0.4401785433292389,0.5299571752548218,81
ridge,13,0.544024646282196,0.35750138759613037,0.4948013126850128,84
ridge,14,0.609682559967041,0.23986490070819855,0.30162718892097473,125
ridge,15,0.8228210806846619,0.2558917701244354,0.31929925084114075,125
ridge,16,0.5962809324264526,0.2560841143131256,0.30697283148765564,113
ridge,17,0.515516996383667,0.25106707215309143,0.2985602021217346,33
ridge,18,0.05862295627593994,0.2526993155479431,0.33310607075691223,20
ridge,19,0.6195942759513855,0.4655141532421112,0.57396000623703,51
ridge,20,0.6088124513626099,0.4239344894886017,0.5461558103561401,570
ridge,21,0.6430420279502869,0.3074522018432617,0.3988935351371765,217
ridge,22,0.47060155868530273,0.2650076448917389,0.32221779227256775,18
ridge,23,0.26790761947631836,0.17943964898586273,0.24607907235622406,9
ridge,24,0.6846625208854675,0.289109468460083,0.36667922139167786,58
ridge,25,-0.9162253141403198,0.38362357020378113,0.4367978274822235,18
ridge,26,0.005996227264404297,0.3640786409378052,0.4529861807823181,72
ridge,27,0.4084088206291199,0.24288444221019745,0.2928260564804077,17
ridge,28,0.7349303960800171,0.25242775678634644,0.3353579342365265,43
ridge,29,0.7551398873329163,0.2255011945962906,0.29429858922958374,60
ridge,30,0.47600698471069336,0.26120778918266296,0.3342169225215912,212
ridge,31,0.3327438235282898,0.2536203861236572,0.3270207643508911,106
ridge,32,0.4995805025100708,0.29459092020988464,0.35288333892822266,58
xgboost,01,0.15683501958847046,0.3575100898742676,0.41002991795539856,11
xgboost,02,0.31849443912506104,0.1951742172241211,0.25990840792655945,5
xgboost,03,-0.43492090702056885,0.29640787839889526,0.34072086215019226,5
xgboost,04,0.6416361927986145,0.15174561738967896,0.21458913385868073,11
xgboost,05,0.6728139519691467,0.3327173888683319,0.46158432960510254,38
xgboost,06,0.1868157982826233,0.1924503743648529,0.25193414092063904,10
xgboost,07,0.496654212474823,0.26574596762657166,0.34630054235458374,118
xgboost,08,0.24629485607147217,0.6180605888366699,0.7495110034942627,67
xgboost,09,-1.678858757019043,0.6094557046890259,0.6586732864379883,16
xgboost,10,0.6739627718925476,0.23159655928611755,0.31329306960105896,39
xgboost,11,0.6826188564300537,0.19420254230499268,0.24904988706111908,46
xgboost,12,-0.37034499645233154,0.38271987438201904,0.45537069439888,81
xgboost,13,0.5630167722702026,0.3636472225189209,0.484387069940567,84
xgboost,14,0.553009033203125,0.26146239042282104,0.3227832019329071,125
xgboost,15,0.784207820892334,0.27865171432495117,0.352378785610199,125
xgboost,16,0.5790579915046692,0.24337494373321533,0.3134523034095764,113
xgboost,17,0.5864401459693909,0.22993189096450806,0.27584293484687805,33
xgboost,18,0.5388200879096985,0.19140276312828064,0.23315027356147766,20
xgboost,19,0.5650383830070496,0.4741913378238678,0.6137387752532959,51
xgboost,20,0.5893551111221313,0.4474523663520813,0.5595735907554626,570
xgboost,21,0.6421627998352051,0.3150084316730499,0.399384468793869,217
xgboost,22,0.5259156227111816,0.2412973791360855,0.3049200773239136,18
xgboost,23,-0.7966786623001099,0.29881012439727783,0.38550227880477905,9
xgboost,24,0.6231082677841187,0.30663254857063293,0.40087297558784485,58
xgboost,25,-0.8540160655975342,0.3660244941711426,0.42964914441108704,18
xgboost,26,0.2883710265159607,0.30427539348602295,0.383281409740448,72
xgboost,27,0.6873993873596191,0.15655267238616943,0.2128598839044571,17
xgboost,28,0.535372257232666,0.3536841869354248,0.44399821758270264,43
xgboost,29,0.7209814786911011,0.2439122498035431,0.3141562342643738,60
xgboost,30,0.472171425819397,0.2524598240852356,0.33543792366981506,212
xgboost,31,0.2729971408843994,0.268340528011322,0.3413477838039398,106
xgboost,32,0.5294092893600464,0.25207987427711487,0.3422045111656189,58
