system:index,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,CVEGEO,CVE_ENT,CVE_LOC,CVE_MUN,POBTOT,area_sqkm,log_POBTOT,log_popden,pop_dens,.geo
00020000000000000b04,0.07505693342885639,-0.20694504434202463,0.11957306217795147,0.1833585388968951,-0.023833789359045673,-0.18939227654511767,-0.08927674662986015,-0.048455272699637585,-0.32515457616838056,-0.031442504848797875,-0.0703580062125547,-0.013267665575085043,-0.17767947068376191,-0.15704734052571986,-0.12184134908291332,-0.10157027887210467,0.08433990039035759,0.1542389143391131,0.09569680385446915,-0.11725703836619482,-0.08737805986692193,0.0706980186952295,-0.13476530263949163,-0.08508274260211696,-0.12585652860635943,0.1682570279745852,-0.028224294121150732,0.024284639397180972,-0.13653513525589844,0.1389470512590436,0.11978678950220305,-0.11498299241198706,0.058987040245015415,-0.16195451904821548,0.14840614052375792,0.11616869485189892,-0.11762178903642433,-0.07118694890541986,-0.13124502954231732,0.05568968477588598,0.06890029187550815,-0.13885245733756385,-0.11263729624488886,0.10086582073609655,0.027748557932580842,0.11951670835831064,-0.026904368754949327,0.06840346527139898,0.0554391846406244,-0.1621600177810102,0.07147769327421766,0.13536302842463285,-0.17177673788514694,-0.013949856178950126,0.10040373776429136,-0.1119242807522533,-0.04543442469449033,0.014281805194886619,-0.009684182642844121,-0.1316480858076727,0.0851854312527116,-0.03995848947787334,-0.013049474688494798,0.1530882797511065,1904103370258,19,0337,041,3111,0.231,3.4930395883176515,4.129,13467.5325,"{""type"":""MultiPoint"",""coordinates"":[]}"
000200000000000011e4,0.08961319041605462,-0.2300039044820274,0.16189992134429815,0.1467470008567186,-0.07463394765296565,-0.11023796085642265,-0.013867605678019961,0.011799743774424299,-0.3577579744855932,-0.042545054826489875,0.08114728343180123,0.0679417076709354,-0.1985691259321164,-0.06763523409004948,-0.10603737601519311,0.059848962545745676,0.09006733153812851,0.15074071174006354,0.1232439556993893,0.05362072260307371,0.008267645130879082,0.0029347763037950204,0.02445381752017223,-0.06876635909332855,-0.022708290113501006,0.2406249078261351,-0.04351875803337716,0.07610032410126316,0.01322073895954555,0.13395176294377303,0.1255541327914117,-0.06902785716685315,-0.10961834110651955,-0.14182935228750213,0.08447723304186708,0.13183227702860154,-0.08663206232987773,-0.03518389397235253,-0.1469243298463609,0.14998732122752573,0.14743034020621884,-0.22804924486969116,-0.006142856366812753,0.06492773135949621,0.04650571236838247,0.09382291577548148,0.004067544206282479,0.12874749041830047,0.14651342114692328,-0.04209840004246099,0.038275323088272084,0.10184192722606093,-0.1494691033655314,0.08045544048971563,0.054537420341015705,-0.26289094540923563,0.11185728280510501,-0.03697257671521771,-0.08256974325932877,-0.056303971217086225,0.18493292686037205,-0.04119905078297485,-0.10143671146335817,-0.01816653186947261,2500100013214,25,0001,001,3111,0.2393,3.4930395883176515,4.114,13000.4179,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000002e7b,0.16986237837906693,-0.13068299577575776,0.08074710279188822,0.016136771410528456,-0.1509644950404396,-0.09204666453687871,0.21952895500696845,-0.06840611752675309,-0.25571686054758025,-0.06389024153534802,-0.023632887085663183,-0.03656379085887111,-0.25814824345779264,-0.031915511270508304,-0.1447058916234817,-0.03817548358645563,0.0970688227894596,0.10845266574924352,0.08740352209338238,0.13840060818966068,-0.043530540611216376,0.18412502303933925,-0.013577210263251557,-0.13680617146530524,0.006434974245082902,0.2108731391522538,0.12228636473179974,-0.07274958661339899,-0.06264459854010429,0.18671470743898558,0.1384730214251086,-0.025686308076433295,-0.1323150191851026,0.07503775689757532,0.02608348187239409,0.019004887543729768,-0.14027356747705996,-0.04986345857523384,-0.03596100838815468,-0.01626271090283073,0.12444023036916328,-0.17257104769293974,-0.06328556961931195,0.187427048886854,-0.040587053045655755,0.03770614909185416,-0.022674177353596385,-0.019603953596347146,0.036162212341679774,0.00393403380414068,0.05456536473133976,-0.0609763918966118,-0.24245106356345258,0.10850127255534739,0.0538892695136713,-0.13448339473876095,0.09680430823925751,0.07652012832675528,-0.09226483897551169,-0.07853372499296815,0.17370141518280077,-0.05590534265767279,-0.25812088150331514,0.12016537020786663,3105000011843,31,0001,050,3111,0.7642,3.4930395883176515,3.61,4070.9238,"{""type"":""MultiPoint"",""coordinates"":[]}"
000200000000000002f1,0.1438055900600326,-0.2901919622731064,0.04069231204038373,0.13892565213769653,0.02031294338695769,-0.20824605312232133,-0.1341502928800776,0.02065477330185531,-0.16277442500823402,-0.025813996070127715,0.0012667422079943222,0.03028065947887239,-0.23612239017073083,-0.20051265745855187,0.03197970304360981,-0.06502691209727637,-7.801730002889547E-4,0.07522459164305766,0.0068869099961934585,-0.07465190150939778,-0.14708269311772812,0.04059360137887467,-0.06851576280456573,-0.1548213281226436,-0.08845872717226415,0.08816762442896843,-0.02947156865245888,0.05873494278658582,-0.06615760451138138,0.11391069160396117,0.12266790492667054,-0.02508085490836445,0.1570138590109076,0.08299099104940391,0.09112582631687367,0.10453711752765073,0.03283800571024077,-0.11723198364552441,-0.04680635166155731,-0.02151226433534345,-0.009934963985532157,-0.06148114502247025,-0.04376141218838119,0.1906676173767295,0.052946939640642884,0.001858716100274022,-0.04810276676319133,0.07604359098322792,0.049933042099929485,-0.11518278367926892,0.05125214810983714,-0.04662363994457454,-0.15005902398519388,0.15040120942190008,0.10809758058879392,-0.14672023938611511,-0.04535425146579029,-0.0633995886830939,-0.043759824329166086,-0.1628363580545212,0.11070986474508716,-0.14637417409049272,-0.016605884607986853,0.08810576614936765,1901900010469,19,0001,019,3112,3.1045,3.493179120682515,3.001,1002.4158,"{""type"":""MultiPoint"",""coordinates"":[]}"
0002000000000000094b,0.16780314136693178,-0.256862582837802,0.0840331217849999,0.05509280706803977,-0.022765948441672394,-0.20738165816299206,-0.0012876270128524866,-0.13938329562968169,-0.2751392289474619,-0.004600671817756032,-0.0162544367819083,0.025718651479502242,-0.19779175473137783,-0.1873500687675385,-0.12001610489033339,-0.17224535494323545,0.18470011958512306,0.06713616905895094,0.06415722610899875,-0.03550970784538136,0.022936490936833743,0.04498691937871262,-0.18323222112620338,-0.1290648720002648,-0.0802671588160159,0.17847743909731684,-0.04744373801025403,0.06497516925852383,-0.04194048931292022,0.12093504711414343,0.16797656893686047,-0.12180734978191742,0.011326893463336278,-0.1452096397507161,0.18350914214906067,0.060004787769778696,-0.19851945893608827,-0.11605089502908471,-0.03564446151195351,0.032110722364341975,-1.2236613583612563E-4,-0.08793156980326088,-0.09898783342332529,0.06987367727119737,0.019617694322065803,0.022883033546996983,-0.07289930367012784,0.036791215032305945,0.0233782838897294,-0.035155469765325555,0.03177844396173947,0.12140515731368634,-0.2686780731335178,0.0690751970974567,0.16092427992390185,-0.1392627106426835,0.04765937897889905,0.05725049172841557,-0.013266620793494941,-0.041467469585713054,0.10037177586416479,-0.06216945091947571,-0.21717027431339164,0.15679126561923215,1902600010336,19,0001,026,3112,0.3508,3.493179120682515,3.948,8871.1517,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000000e0f,0.2002589851988092,-0.11314149944163016,-0.002910787454780668,-0.1014975979961582,-0.10994380432921992,-0.06974444754393368,0.3053339088692208,-0.1223844839985834,-0.18609555355941806,-0.034250282498877314,-0.025646512987531598,-0.015377761569058217,-0.24334622299718464,-0.10178238797713869,-0.10451024970592095,-0.13935430680794897,0.07514176965339807,-0.011426900674838229,0.06012122999676465,0.14112825642198096,0.11616740235958803,0.10526818264485355,-0.15664402168575625,-0.15306318863063112,0.008429058538169042,0.1684771540975737,0.14300106388194633,-0.03305535158185294,-0.005048839238385035,0.11139334315616228,0.15616716751850598,0.020588305831350507,-0.1914387003281294,0.13463549676602599,0.07251045414135023,0.022515949063142963,-0.12753601297057507,-0.04336637839345841,-0.006866238607523706,-0.07215455535529931,0.14102906828824718,-0.15848190973786141,-0.0274339833488828,0.12375359225430971,-0.038037403890766,-0.027033017572975798,-0.03733063708938699,-0.03459485413805806,0.013400357753511541,0.0725935236427153,0.03173425987853132,-0.01993854253227264,-0.23894105282402994,0.06766150044500623,0.1048853707505389,-0.1346231815980814,0.11086548524928384,0.07150143016384783,-0.09071679204597376,0.025813970491836508,0.17483396828751105,-0.10418492600258175,-0.3306858044166478,0.12275598001897775,2300500021307,23,0002,005,3112,0.4609,3.493179120682515,3.829,6752.0069,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000005ad5,0.11929463957935325,-0.16376383303041298,0.1315324081383075,0.12908174372045203,-0.010380302793168735,-0.20590979167288637,0.033337028592765064,-0.052590555528853805,-0.3621604411965622,-0.06859386391279902,0.05066585861288184,0.0673475754644695,-0.1923869434062697,-0.09658212317852923,-0.05556961578619634,-0.06344415166271353,0.13099202015994066,0.05525522148821186,0.2231345618610999,-0.05095800395944615,0.06398009842326437,-0.021436484949440338,-0.07459292006545809,-0.18097043042727573,-0.14598376730941579,0.1020772166756511,-0.06442058683703174,0.06813126212200343,-0.06897580353384034,0.11322146146783817,0.07842638499001804,-0.03684571841332796,-0.04624681279021685,-0.16748340000281284,0.13656899644923162,-0.012036494188862771,-0.1921211661305829,-0.03710766343992448,-0.24443932585607728,-0.027903539665940856,0.13289764747500044,-0.12123082492891814,-0.09753469729218543,-6.582661436524626E-4,0.047697483791485695,0.11575402692266318,-0.01775997677275202,0.11161412139778779,0.0304010565686653,-0.025192917546041655,0.04019015463349994,0.11432351846346907,-0.2196971279806833,-0.046147038674792425,0.14690325677489657,0.012309587532335953,-0.054606970769336606,0.022701893365976444,-0.0812944735799793,-0.16553885255025666,0.06505031733698012,-0.07587892776705771,-0.15869588666344098,0.04134408431307729,0503500011064,05,0001,035,3112,0.6636,3.493179120682515,3.671,4689.572,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000002871,0.022698686493231274,-0.16028951406961703,0.14660053959635488,0.1336378326330708,-0.11998022742855598,-0.15463266296762257,-0.06416115816220525,0.03438923163039226,-0.30914161808186114,-0.031498641386691874,0.04850063267669165,0.08202162572384128,-0.17232019692380787,-0.06743564268238285,-0.052517046867345346,0.00416443783877385,0.022577773872498083,0.15418336976425207,-0.07501240333123901,-0.03608206798042561,-0.11490388888302656,0.10774506591692025,-0.11143719760822667,-0.062319209322540585,-0.09157526678803232,0.15229906484777306,-0.07760446715150586,-0.06259973016396468,-0.09768373538928525,0.17923255029271665,0.0962025902887898,-0.08757576023164615,0.05862861907021622,-0.06116812791025011,0.024621655099808827,0.25091729502661836,-0.08546516905909694,-0.01348280515131638,-0.02689947427828266,0.06649902915933556,-0.0011759172261243496,-0.1298675893602877,-0.04456122111112464,0.07375178939910422,-0.06465531731262715,0.16067766159044136,-0.007033440656805636,0.07237428077439413,0.09408003269071248,-0.03766996457282061,0.06253341287740911,0.12939642864486864,-0.18527025076544926,0.15766847845609797,0.03144917628531582,-0.1686452660925022,-0.018743601885345854,0.09403756145431034,0.013288025975016078,-0.04945834609957585,0.04045485647680565,-0.0327049559244973,-0.03208934399399882,0.1922180623294327,2803200013534,28,0001,032,3113,0.8433,3.4933186082321015,3.567,3691.4503,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000002df0,0.1069840282398224,-0.17303005759107076,0.12069271917547374,0.07233748725832752,-0.12842689803842455,-0.06044801670266199,0.07527644325670864,-0.09595206058612107,-0.25167730363384705,-0.003767641640866457,0.08175361944687609,-0.006204580875366121,-0.2270240890669681,-0.054848966810121164,-0.18844167487527128,0.0629390377904226,0.10052441202098505,0.13357890750594908,0.0943763135115812,0.09500382617697425,-0.0489427214050533,0.20491968478890812,0.021348613189192442,-0.11378909402316449,-0.053407816277777825,0.24066564119129288,0.11434797430473688,0.05230010519199734,-0.08615545456627317,0.14045373728621702,0.14946205599008525,-0.02218837089331679,-0.1164795123472733,0.04264941445882069,0.03233765900936366,-0.0499558881596454,-0.11802052471436085,0.002550514691222671,-0.08534303214620795,0.09693751658095774,0.10805579264222029,-0.183984189071642,-0.007271123164228076,0.19629269814066896,0.027259840966870633,0.07937523914882244,0.04825212588254995,0.04894243560250845,0.12857308193620337,-0.031879103710479036,0.05849362307104342,-0.053947697529944355,-0.25586032144019205,0.10713951870802386,0.09351768655094507,-0.23511351673632705,0.12113611811917312,0.051655972326636844,0.00351047084317492,-0.1022863576771595,0.13358990312490154,-0.05292278526671107,-0.20650189857989393,-0.027304251309383073,310500001263A,31,0001,050,3113,0.5441,3.4933186082321015,3.758,5721.3747,"{""type"":""MultiPoint"",""coordinates"":[]}"
00020000000000006300,0.07335906679562915,-0.028685235760141415,0.19639103321188786,0.08353196781300697,0.016996725359863903,-0.10728372586838973,0.06229231436499844,-0.05461319094628314,-0.23099869894752195,-0.17048870850903533,0.058978255344611256,0.023163735928864244,-0.15115262534431542,-0.06656375770664764,-0.01306529145357596,-0.10485255591590309,-0.045289103618362025,0.03656198896249434,0.23546270236348735,-0.1062168234257274,0.008021154238057075,0.015908774662177265,-0.028325125653007693,-0.1220869537179538,-0.23117683551416526,0.12552428225856838,-0.1417428366927633,-0.04472495819842648,0.11528206518136681,0.17577570013874844,0.13731831218684154,-0.05544878707783844,-0.010764117510630868,-0.20887532638701997,0.10054803888118706,0.04359557323440822,-0.11589781675379232,-0.055799882266339966,-0.23090940109699185,-0.16186128143441422,0.13037106113763355,-0.15201151698265852,0.01010391931055445,-0.16898291948897015,0.07764659398388543,0.20382933346551968,0.021628586094975616,0.07284178617786041,0.006811067261405791,-0.1145093003784568,-0.05456027354311854,0.10539546139758282,-0.08142644104342812,-0.017769323111148344,0.08185248793489165,-0.00869366493274492,-0.14639872064413464,-0.0967077082379749,-0.06532918809835334,-0.21618825188283403,0.05912015997156788,-0.036714909225239206,0.0054101844766475315,-0.00967097250952343,0805000010386,08,0001,050,3113,0.6668,3.4933186082321015,3.669,4668.5663,"{""type"":""MultiPoint"",""coordinates"":[]}"
