system:index,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,CVEGEO,CVE_ENT,CVE_LOC,CVE_MUN,POBTOT,area_sqkm,log_POBTOT,log_popden,pop_dens,.geo
00000000000000001bd2,0.1441742118495988,-0.01964281780001942,0.21680572781840154,0.1376458743862102,-0.05940925285201811,-0.10616482759533624,0.06491616258271564,0.054549866636638564,-0.3171233301931685,-0.024630830210206994,0.11294064962459698,0.06589788528582229,-0.2405517837078089,-0.05754471998923247,0.08947577087833712,0.05359511309716399,0.0531420041419222,-8.510933704807691E-4,0.26822250939870584,-0.018585279019236036,0.03129841950971949,-0.25162720068106625,-0.20150387330586025,-0.11749372229662364,-0.0694608416567417,0.1610197611817441,0.017861139413083635,-0.030397368191231035,0.03604811269057333,0.07472206034404394,0.17454159976243785,-0.09664727274323236,-0.01306107347971187,-0.11379884943730913,-0.13799368780286936,0.11258269685042278,-0.13575214223228008,0.06550554879171662,-0.21355839936368268,0.08122127541267837,0.3235239191640446,-0.08779262524328105,0.05046013066858223,-0.1215133634371702,-0.02954605939193881,0.14352347612620575,0.07563979910462353,0.0419301160223669,0.008589482775411455,-0.05892286790769777,-0.08702931458825251,0.0254491509194578,-0.06357663838785739,-0.10642617841734674,0.07495831347829006,-0.10963734938224966,0.10132816571737313,0.05230038237230917,0.03277217474796912,-9.791910677440882E-4,0.007446284055625682,-0.015658986992463615,-0.0215514267634537,-0.06576380678003485,2604800013198,26,0001,048,858,0.3135,2.9339931638312424,3.437,2736.8421,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000023ba,-0.024274800279412236,-0.08276512144499897,0.0998936261691476,0.00645910506381522,-0.07547891970062265,-0.07167417171624277,0.14043953533922515,0.08341993909494662,-0.07288956759514899,0.009796073592872382,-0.07784199540271933,0.07458903519683725,-0.28220076261233423,0.10881204304860208,-6.646694282161844E-4,-0.029682306515502917,0.10968146350033466,0.07533784728042303,-0.07157079478445272,-0.052141488164494244,-0.2743572952331744,0.3012868719008047,-0.02418008460910133,-0.15597585406577508,-0.09683992409648888,0.12706799830567983,0.09262713668520735,-0.10450317083770255,-0.11594135163749407,0.18779675531772688,0.1293092512023352,-0.05817094220425927,0.12770053245404198,0.028502832386157275,-0.046638478433553975,0.0147209057514062,-0.047513318096774976,-0.02476720020260984,-0.05408938986025017,-0.13077438112992634,0.05003036457481561,-0.14387951344078057,0.011832769629898878,0.33076286635165336,-0.10539169388135076,0.017978380450273442,-0.06838908499527149,-0.04728157783638868,-0.053971966236357104,-0.03311110305962474,0.001724117255012489,-0.15588342112977133,-0.056394066299479226,0.072527055004466,0.09648052214519102,-0.0651721483989077,0.012586197275164171,-0.011527592448318594,-0.03210609394802111,-0.2061366341719197,0.09665775010288018,-0.13747889936553054,-0.08124138491307269,-0.08143314905063352,3021200010022,30,0001,212,858,0.7508,2.9339931638312424,3.058,1142.781,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000294f,0.08592659409327916,-0.12506346755803013,0.21302933611968897,-0.08940359524021703,0.03381268649746505,-0.14813850104908224,0.17005012126723745,-0.10271083703089418,-0.07284084770235133,0.08772833668366482,-0.006824885302026157,-0.0052844183113433495,-0.29580723104031664,0.025864381917579008,-0.019757387256470485,-0.24814986208745304,0.049321019775531494,0.12167182328977504,-0.08075207153380289,-0.05678983324035505,-0.14659349356801477,0.23109199330546656,-0.1253676374700791,-0.10935981146182769,-0.13460057159362104,0.027959410264734818,-0.036138406203488294,-0.07225087209086374,-0.09765513974663033,0.016591891547895973,0.11583964304440497,-0.014766178973185473,-0.04295052613821222,0.05539841882490176,0.075016957026536,-0.02389622779182657,-0.10200968474408548,-0.05818438208565991,-0.0024953353970677086,-0.09160569198007937,0.018767215879336534,-0.18097299423516955,-0.23601614750854089,0.2399039108852227,-0.1443925775495917,0.0013897460749915406,-0.06876791885188305,0.05500531062021474,-0.07470044564326675,-0.08927727420781813,0.12142341602995207,0.03434968017808304,-0.020457190741040597,0.07015838758195965,0.15490440245806822,-0.15608248355127044,0.056131732264441146,-0.005856375568788572,-0.08144431415296485,-0.240770437131694,-0.02339091457132332,-0.06365871092104829,-0.06672515024227213,-0.16182691453713036,070150038,07,0038,015,858,0.0506,2.9339931638312424,4.229,16956.5217,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003206,0.04776760897028274,-0.18368114843525743,0.1110740444796227,0.05562325879030987,0.020738811293096713,-0.14561616965701138,0.06911120923537536,0.02270812982180755,-0.2287281487482447,-0.11144367099260759,0.030357097740779312,-0.0897065107652798,-0.3310337030723396,-0.009137744717553072,0.01381011900828506,-0.11683852598486137,-0.11098610323610894,-0.013535071632866024,0.11135945271181817,-0.07343442286650986,-0.020196870522893536,0.12092861104797606,0.1768051061212358,-0.1808053102708446,-0.109652108847095,0.08811159327124714,-0.016065665146570998,0.0020727940689204785,-0.10600754276301157,0.06461145340578542,-0.0025876743379712568,0.02206319218037976,-0.05665571983708211,-0.11010972412517978,0.16832882570433627,-0.08733351757608428,-0.08295917334943334,-0.03805249934668365,-0.059183854232040645,-0.17728146858275548,0.04994729569386747,-0.13307456341657445,-0.2812367280208673,0.0535028896942215,0.021078913088711838,0.008602869535675746,-0.011916277912807822,0.07313179439014232,-0.12168973403398535,-0.1087098477168621,0.11159960839047817,0.16779107176673214,-0.09385971518276609,0.004781477439097783,0.1492726717164578,-0.027794431267430142,-0.11818850259029501,-0.01757312516354629,-0.1800174837710989,-0.2888528376407678,0.14675521964782778,-0.1544954837685062,-0.041660579541012405,-0.0026044741229903283,110070412,11,0412,007,858,0.1356,2.9339931638312424,3.801,6327.4336,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000032cc,0.03345389904539087,-0.18396787110012056,0.1553366759309248,0.04227555311886565,0.02605013933702122,-0.1276315019742143,0.029158672557910763,-0.0021452122153800862,-0.18889205880350934,-0.12029268999181382,0.08460973902546928,-0.04796267825878735,-0.3180158314306527,0.0073200935190008845,-0.0038706289426960606,-0.0781252170297551,-0.08003141058858848,-0.009923278349357743,0.09347170474655653,-0.06319710266356235,-0.026476659468489865,0.17817495679398243,0.22069157327892025,-0.11615479978923213,-0.14495105178154521,0.07560918966031724,-0.014766724620633748,0.061143264539447933,-0.1070797259775025,0.031443550900656814,-0.001670417009316919,0.0021354735123914606,-0.07415716001032861,-0.11256696596229629,0.17400796700797982,-0.12207591780671853,-0.13382138514349945,-0.027977537916007236,-0.03620537017960117,-0.17089959364928292,0.01825412792988692,-0.1507496366583083,-0.2738072128088985,0.10330868872121904,0.03861027161463182,0.0032955396742644343,-0.009708049476835434,0.07456218406220518,-0.1136891656472355,-0.11901495796292771,0.1201755207576913,0.15794596274780762,-0.1105955877252565,-0.02924595468589769,0.14882202945280082,-0.04621518808222089,-0.1087170058865537,-0.026541989421992956,-0.20049263290086913,-0.2788438822646615,0.09253448927946081,-0.10525864661178978,-0.03361322211627315,-0.041049479136909504,110120006,11,0006,012,858,0.2628,2.9339931638312424,3.514,3264.8402,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003dcd,0.028653960116325237,-0.23092407428665931,0.17144908886176316,-0.11346655005142445,-0.0921492857528208,-0.07643839569353031,0.046121196809119115,0.07376589892330543,-0.18645450438457928,0.03452417938346297,0.05182843902062557,0.12910225439000217,-0.3195936489381872,0.015814485647036133,0.006948504752938962,0.03503979123658153,0.087229116797472,0.011582369593503106,-0.0347395692670923,0.06652241410555879,-0.15788975356357968,0.23189121579725455,0.13044797490854362,-0.08084653609273691,0.012111224314999981,0.07863985311609308,-0.009130558344972834,0.092711175954169,-0.07846442731419492,0.07940331820142499,0.12045528797225832,0.03582044597369385,-0.1073879789956609,-0.048991494409346005,0.10874844419221939,-0.0030025525763481865,0.004768625301645035,0.08041500755182679,0.12595648459842046,-0.08148811995919208,0.10179084633932275,-0.17401927796846212,-0.11569336355195071,0.3527894100923576,0.0975332022470239,-0.0011011014909968885,-0.032855476859600295,0.03574961125956114,0.04833529156884886,-0.014008856067783576,0.016451594340171998,0.03686422149087967,-0.05815786909398645,0.07239590894298743,0.15694095134762504,-0.16020268490808104,-0.06993031588513299,-0.11920181684273745,-0.18026160105639483,-0.10469939651868396,0.26410954993490515,-0.12157110444466948,-0.025053990278815916,-0.026080656639485365,120680096,12,0096,068,858,0.3259,2.9339931638312424,3.421,2632.7094,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000435c,0.011630120784744824,-0.1626832285214712,0.07507815988034135,0.0013441169231771506,-0.020906704529598377,-0.12127152474159358,0.0347081237440551,0.065011193733152,-0.166990821294959,-0.14162595522981405,0.08769690014886283,-0.08092926322936252,-0.32474922409947854,-0.03293932002783941,0.08133261378631633,-0.07565936180442615,-0.14717027692174442,-0.03645386350065993,-0.0037520660219325804,-0.06555629662163924,-0.0866396268818003,0.12640422177210806,0.16048719980031584,-0.13224369395373464,-0.09121070905305048,0.09663347523024732,0.046085937338899416,-0.0017033565009528886,-0.08359112285122237,0.07427888296328333,-0.0028415519854328108,0.08983810021999732,-0.07867265494564894,-0.06737033692974514,0.19199635297283368,-0.06020127601112328,-0.05307036583053104,-0.006125578842301882,0.042055273430689016,-0.12922314124508946,0.03375496291364096,-0.09845112518611498,-0.28248989196943,0.06732945675387832,0.07040552578474682,-0.0017213549901885035,-0.006945963580313347,0.034977039845884475,-0.1676245167219855,-0.11586932048466524,0.11437553881830899,0.24710318671628106,-0.09569968042833281,0.007233205593728957,0.16658137141450724,0.021368788077567393,-0.09680360314883316,0.005985882410922237,-0.21967763184694977,-0.2614770746572616,0.1322561994280066,-0.13334901162987467,-0.03132631123812089,0.042759580517776376,140980017,14,0017,098,858,0.6794,2.9339931638312424,3.102,1262.879,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000053fa,0.11463272504758404,-0.09819262042316458,0.10331630114376604,-0.003668983871873648,-0.07160289250140915,-0.07888348862737384,0.17042825626375946,-0.012781071661133122,-0.14870792179092948,0.02435703502223585,-0.04165701079613498,0.047128367172765535,-0.3327198186249834,0.04781983005950724,-0.034997990399945014,-0.08233676428908804,0.08407019972753954,0.052365432039941824,-0.012889587360802899,0.06809945139530804,-0.22771342825316868,0.310153464706876,-0.08924012018331164,-0.09722365303514335,-0.0468659967342375,0.25795975755317846,0.07011187317543167,-0.11587680419285272,-0.06027734018395184,0.1652459857539556,0.14701592165486496,-0.07975466934190367,-0.022978748888427738,0.0628870559267176,0.10386629446694186,0.09322098690756193,-0.1400891413502007,-0.02476657729841228,0.025220891483268743,-0.1283055423921116,0.035033642805059245,-0.07623465636399221,-0.0510492909012015,0.2893386425001608,-0.1102240656212911,-0.02151860071827269,-0.08436989913561015,-0.06167322172345963,-0.09471126401575983,-0.016556615601283187,0.03056023456607809,-0.07839463224987293,-0.1071867453260944,0.10006045134578989,0.15463829963944714,-0.12483963518724499,-8.314906619931112E-4,-2.675184714322167E-6,-0.05865136040593035,-0.11816799362857118,0.1574451686669041,-0.05291448366349563,-0.179016994185508,0.06882472013929297,200020033,20,0033,002,858,0.2625,2.9339931638312424,3.514,3268.5714,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000081d1,-0.034099121049915776,-0.16238209300681603,0.10679955254665308,-0.010079733686359796,-0.09736816170960431,-0.15493450238622822,0.08352766099016617,0.10683129113370415,-0.12416659683979386,-0.06438934022582928,8.514848296550401E-5,0.0016901133876764216,-0.2856886727697293,0.03570182122446346,-0.019968522088463902,-0.01116960652873117,0.07922379374854376,0.11501801901651561,-0.053101354117913675,-0.01490282609704655,-0.25918090972490143,0.27912007347114437,0.12053118743579906,-0.05684933890515021,-0.018444435927891818,0.0447972756718123,0.07341631461798637,-0.04233403249295217,-0.2562491659155538,0.15027684597184357,0.04309888183937041,-0.027363613158226427,-0.02999426566589807,-0.017756171026290644,0.09632322246564742,-0.034351379372849086,-0.043392497052504864,-0.05091483461412029,0.04457112337653233,-0.03141544174414959,0.13473360088399397,-0.21253619726469603,-0.14519395792059647,0.32921485586938454,-0.11960691889798351,0.03049694033199695,0.0016483746621105855,-0.05510967741514835,-0.08697848076930809,-0.16395507521151526,0.12925279085996302,0.08771488114306088,0.02701378436534024,0.06190637118182896,0.05558951093533091,-0.039775304305640746,8.873517031470889E-4,-0.0053190477154687246,-0.1520273473627178,-0.2667978135143824,0.030333696015600306,-0.06526994094889087,0.027893794718363653,-0.023011391580598853,0710601750711,07,0175,106,858,0.4031,2.9339931638312424,3.328,2128.5041,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000014db,0.001706981618852835,-0.20653937627331687,0.08976278422919999,0.15658506098573316,-0.07195784456799566,-0.1821635443451392,0.0029032471378948673,0.026171307659448036,-0.03663750917771372,-0.08534391775756735,0.15141897166490714,-0.13717207786316646,-0.23165128993281658,-0.03794700802547946,0.07093580760192296,-0.05781223273369125,-0.0036650906685927248,0.10985174401114765,0.026600226717145646,-0.18367971376691125,-0.036233183212050483,0.1390182594284367,0.10386395259205314,-0.10637653593218323,-0.1449362432514387,-0.011749451305152958,0.15608130688149677,0.05903789564098343,-0.2077236305790795,0.10402252337956493,0.08632862712708501,-0.0015194701836890958,-0.03746874639727973,-0.017848891961758692,0.08523952767216453,-0.09651314452054177,-0.006248467547928411,-0.06412654008584984,-0.10063789824115581,0.0311122223885867,0.09934744738005147,-0.09789868710850307,-0.2728782901826155,0.09552287309077405,-0.09274682422579186,-0.027933473993853253,0.051743976377674895,0.04808469414622113,-0.1434179512192566,-0.22961515668360558,0.08255743896595233,0.1756235964502447,-0.05029152177009019,0.09237364642005831,0.14865474608602314,-0.006447628396711843,-0.05491705773214686,-0.02175289534693798,-0.10851508665818212,-0.3306788508749339,-0.09246967034646657,-0.03737587412335339,0.03911365744260348,-0.007927199642847188,201760001004A,20,0001,176,859,2.1495,2.934498451243568,2.603,399.6278,"{""type"":""MultiPoint"",""coordinates"":[]}"
