ENTIDAD,MUN,LOC,AGEB,CVEGEO,POBTOT,log_POBTOT
20,001,0001,0039,2000100010039,841,2.9253120914996495
20,002,0001,0178,2000200010178,1153,3.0622058088197126
20,002,0001,020A,200020001020A,898,2.9537596917332287
20,002,0001,0233,2000200010233,916,2.962369335670021
20,002,0001,0248,2000200010248,1265,3.1024337056813365
20,002,0001,038A,200020001038A,1020,3.0090257420869104
20,002,0001,0394,2000200010394,1071,3.030194785356751
20,002,0001,0430,2000200010430,18,1.2787536009528289
20,002,0012,0093,2000200120093,2509,3.399673721481038
20,002,0037,0252,2000200370252,663,2.8221680793680175
20,002,0037,0267,2000200370267,958,2.9818186071706636
20,002,0037,0271,2000200370271,737,2.8680563618230415
20,002,0037,0360,2000200370360,292,2.4668676203541096
20,002,0037,0375,2000200370375,62,1.7993405494535817
20,002,0037,0407,2000200370407,124,2.0969100130080562
20,002,0037,0411,2000200370411,195,2.292256071356476
20,002,0037,0426,2000200370426,27,1.4471580313422192
20,002,0037,0445,2000200370445,42,1.6334684555795864
20,002,0037,045A,200020037045A,0,0.0
20,002,0039,013A,200020039013A,1364,3.1351326513767748
20,002,0039,0286,2000200390286,901,2.9552065375419416
20,002,0039,0290,2000200390290,675,2.829946695941636
20,002,0039,0303,2000200390303,1319,3.12057393120585
20,002,0039,0318,2000200390318,1261,3.1010593549081156
20,002,0039,0322,2000200390322,768,2.885926339801431
20,002,0039,0337,2000200390337,696,2.8432327780980096
20,002,0039,0464,2000200390464,0,0.0
20,002,0039,0479,2000200390479,34,1.5440680443502757
20,002,0039,0483,2000200390483,0,0.0
20,002,0039,0498,2000200390498,6,0.8450980400142568
20,003,0001,0052,2000300010052,544,2.7363965022766426
20,003,0001,0067,2000300010067,241,2.383815365980431
20,004,0001,0030,2000400010030,496,2.696356388733332
20,004,0001,0045,2000400010045,400,2.603144372620182
20,004,0001,0064,2000400010064,134,2.130333768495006
20,005,0001,0023,2000500010023,1528,3.1844074854123203
20,005,0001,0131,2000500010131,864,2.9370161074648142
20,005,0001,0146,2000500010146,477,2.6794278966121188
20,005,0001,0254,2000500010254,1280,3.1075491297446862
20,005,0001,0269,2000500010269,1651,3.218010042984363
20,005,0001,0273,2000500010273,867,2.938519725176492
20,005,0001,0288,2000500010288,949,2.9777236052888476
20,006,0001,0035,2000600010035,426,2.630427875025024
20,006,0001,0088,2000600010088,1972,3.295127085252191
20,006,0001,0092,2000600010092,2587,3.4129642719966626
20,006,0001,011A,200060001011A,2154,3.3334472744967503
20,006,0001,0124,2000600010124,2038,3.30941722577814
20,006,0001,0139,2000600010139,1415,3.15106325335375
20,006,0001,0143,2000600010143,2435,3.3866772839608377
20,006,0001,0158,2000600010158,2190,3.3406423775607053
20,006,0001,0162,2000600010162,307,2.4885507165004443
20,006,0001,0177,2000600010177,43,1.6434526764861874
20,006,0001,0181,2000600010181,240,2.3820170425748683
20,006,0001,0196,2000600010196,44,1.6532125137753437
20,007,0001,0032,2000700010032,1269,3.103803720955957
20,007,0001,0047,2000700010047,1044,3.019116290447073
20,007,0001,0051,2000700010051,37,1.5797835966168101
20,008,0001,0044,2000800010044,432,2.6364878963533656
20,009,0001,0060,2000900010060,1902,3.2794387882870204
20,009,0001,0075,2000900010075,1871,3.2723058444020863
20,009,0001,008A,200090001008A,18,1.2787536009528289
20,009,0001,0094,2000900010094,64,1.8129133566428555
20,009,0001,0107,2000900010107,7,0.9030899869919435
20,009,0001,0111,2000900010111,21,1.3424226808222062
20,010,0001,0146,2001000010146,969,2.9867717342662448
20,010,0001,0150,2001000010150,1395,3.144885418287142
20,010,0001,0184,2001000010184,35,1.5563025007672873
20,010,0008,0080,2001000080080,372,2.571708831808688
20,010,0065,0165,2001000650165,1157,3.0637085593914173
20,010,0065,017A,200100065017A,1401,3.14674801363064
20,011,0001,0020,2001100010020,386,2.5877109650189114
20,011,0001,0035,2001100010035,88,1.9493900066449128
20,011,0001,004A,200110001004A,133,2.1271047983648077
20,012,0001,0032,2001200010032,1351,3.130976691605617
20,012,0001,0047,2001200010047,973,2.9885589568786157
20,013,0001,003A,200130001003A,1580,3.198931869932209
20,013,0001,0044,2001300010044,1400,3.1464381352857744
20,014,0001,0022,2001400010022,2345,3.3703280077795106
20,014,0001,0037,2001400010037,1211,3.0835026198302673
20,014,0001,0041,2001400010041,1417,3.151676230847048
20,014,0001,0075,2001400010075,1854,3.268343913951065
20,014,0001,0107,2001400010107,970,2.9872192299080047
20,014,0001,0111,2001400010111,892,2.9508514588885464
20,014,0001,0130,2001400010130,1043,3.0187004986662433
20,014,0001,015A,200140001015A,1929,3.285557309007774
20,014,0001,0164,2001400010164,2833,3.4523998459114416
20,014,0001,0179,2001400010179,1360,3.133858125203335
20,014,0001,0183,2001400010183,1855,3.268577971882843
20,014,0001,0198,2001400010198,582,2.765668554759014
20,014,0001,0200,2001400010200,1898,3.2785249647370174
20,014,0001,0215,2001400010215,1697,3.229937685907934
20,014,0001,022A,200140001022A,577,2.761927838420529
20,014,0001,0234,2001400010234,37,1.5797835966168101
