ENTIDAD,MUN,LOC,AGEB,CVEGEO,POBTOT,log_POBTOT
30,001,0001,0028,3000100010028,1441,3.15896526038341
30,001,0001,0032,3000100010032,363,2.561101383649056
30,001,0001,0047,3000100010047,0,0.0
30,001,0001,0051,3000100010051,6,0.8450980400142568
30,002,0001,0025,3000200010025,3253,3.51241754860084
30,003,0001,0107,3000300010107,5743,3.759214431234244
30,003,0001,0126,3000300010126,2997,3.4768316285122607
30,003,0001,0130,3000300010130,4399,3.6434526764861874
30,003,0001,0145,3000300010145,3590,3.555215405126073
30,003,0001,015A,300030001015A,3708,3.5692568333286103
30,003,0001,022A,300030001022A,644,2.8095597146352675
30,003,0001,0253,3000300010253,2126,3.327767489902729
30,003,0001,0319,3000300010319,3809,3.5809249756756194
30,003,0001,0323,3000300010323,2428,3.3854275148051305
30,003,0001,0338,3000300010338,3933,3.594834355583318
30,003,0001,0342,3000300010342,2210,3.344588742578714
30,003,0001,0357,3000300010357,1609,3.2068258760318495
30,003,0001,0376,3000300010376,1994,3.299942900022767
30,003,0001,0380,3000300010380,1341,3.1277525158329733
30,003,0001,0431,3000300010431,2371,3.375114684692225
30,003,0001,0446,3000300010446,2650,3.4234097277330933
30,003,0001,0450,3000300010450,206,2.315970345456918
30,003,0001,0501,3000300010501,83,1.9242792860618816
30,003,0001,0516,3000300010516,1986,3.298197867109815
30,003,0001,054A,300030001054A,670,2.826722520168992
30,003,0001,0554,3000300010554,70,1.8512583487190752
30,003,0010,0234,3000300100234,92,1.968482948553935
30,003,0010,0249,3000300100249,55,1.7481880270062005
30,003,0010,0272,3000300100272,663,2.8221680793680175
30,003,0010,0291,3000300100291,1200,3.079543007402906
30,003,0010,0427,3000300100427,52,1.724275869600789
30,003,0010,0465,3000300100465,349,2.5440680443502757
30,003,0010,047A,300030010047A,941,2.9740509027928774
30,003,0011,0268,3000300110268,2143,3.3312247810207323
30,003,0011,0395,3000300110395,990,2.9960736544852753
30,003,0011,0408,3000300110408,255,2.4082399653118496
30,003,0011,0412,3000300110412,42,1.6334684555795864
30,003,0011,0520,3000300110520,5,0.7781512503836436
30,003,0011,0535,3000300110535,3,0.6020599913279624
30,004,0001,0231,3000400010231,2053,3.3126004392612596
30,004,0001,0246,3000400010246,2309,3.3636119798921444
30,004,0001,0265,3000400010265,29,1.4771212547196624
30,004,0001,027A,300040001027A,216,2.3364597338485296
30,004,0030,0208,3000400300208,497,2.6972293427597176
30,004,0030,0212,3000400300212,1001,3.0008677215312267
30,004,0030,0227,3000400300227,1621,3.2100508498751372
30,004,0030,0250,3000400300250,210,2.3242824552976926
30,005,0001,0050,3000500010050,1581,3.1992064791616577
30,005,0001,0065,3000500010065,1171,3.068927611682072
30,005,0001,007A,300050001007A,9,1.0
30,006,0001,0043,3000600010043,602,2.780317312140151
30,006,0001,0058,3000600010058,215,2.3344537511509307
30,006,0001,0062,3000600010062,74,1.8750612633917
30,006,0001,0077,3000600010077,404,2.6074550232146687
30,006,0001,0081,3000600010081,682,2.8344207036815328
30,006,0001,0096,3000600010096,1214,3.084576277934331
30,006,0001,0132,3000600010132,2492,3.3967222785037734
30,006,0001,0147,3000600010147,2090,3.3203540328176717
30,007,0001,0040,3000700010040,725,2.8609366207000937
30,007,0001,0055,3000700010055,907,2.958085848521085
30,007,0001,006A,300070001006A,29,1.4771212547196624
30,007,0001,0074,3000700010074,107,2.03342375548695
30,007,0001,0089,3000700010089,200,2.303196057420489
30,007,0001,0093,3000700010093,103,2.0170333392987803
30,007,0001,0106,3000700010106,30,1.4913616938342726
30,007,0001,0110,3000700010110,50,1.7075701760979363
30,007,0001,0125,3000700010125,4,0.6989700043360189
30,007,0001,013A,300070001013A,125,2.100370545117563
30,008,0001,0029,3000800010029,1295,3.1126050015345745
30,009,0001,0153,3000900010153,1935,3.286905352972375
30,009,0001,0168,3000900010168,2842,3.4537768596904423
30,009,0001,0204,3000900010204,227,2.357934847000454
30,009,0001,0219,3000900010219,146,2.167317334748176
30,009,0001,0223,3000900010223,39,1.6020599913279623
30,009,0001,0238,3000900010238,26,1.4313637641589874
30,009,0001,0242,3000900010242,23,1.380211241711606
30,009,0037,0191,3000900370191,3439,3.53655844257153
30,009,0046,0100,3000900460100,3227,3.5089335260500327
30,010,0001,007A,300100001007A,7891,3.8971870765801535
30,010,0001,0084,3001000010084,4258,3.629307640073749
30,010,0001,0099,3001000010099,871,2.940516484932567
30,010,0001,0116,3001000010116,4312,3.634779458145952
30,010,0001,0120,3001000010120,4296,3.633165353683903
30,010,0001,014A,300100001014A,12,1.1139433523068367
30,010,0003,0050,3001000030050,2944,3.4690852991231202
30,010,0013,0031,3001000130031,3039,3.482873583608754
30,011,0001,0147,3001100010147,757,2.8796692056320534
30,011,0001,0151,3001100010151,2187,3.340047317661393
30,011,0001,0166,3001100010166,1955,3.291368850451583
30,011,0001,0185,3001100010185,2327,3.3669829759778507
30,011,0001,0202,3001100010202,204,2.311753861055754
30,011,0001,0217,3001100010217,3203,3.5056925074122
30,011,0001,0221,3001100010221,2537,3.404491617758686
30,011,0001,0236,3001100010236,1828,3.262213705476417
30,011,0001,0306,3001100010306,2242,3.350829273582968
30,011,0001,0310,3001100010310,2237,3.3498600821923312
30,011,0001,0325,3001100010325,1086,3.0362295440862948
30,011,0001,0344,3001100010344,109,2.041392685158225
30,011,0001,0363,3001100010363,49,1.6989700043360187
30,011,0001,0382,3001100010382,76,1.8864907251724818
30,011,0003,0039,3001100030039,3738,3.5727554651542195
30,011,0003,0170,3001100030170,1208,3.0824263008607717
30,011,0003,0255,3001100030255,1081,3.0342272607705505
30,011,0003,0274,3001100030274,157,2.1986570869544226
30,011,0003,033A,300110003033A,57,1.7634279935629373
30,011,0003,0359,3001100030359,23,1.380211241711606
30,011,0003,0378,3001100030378,20,1.3222192947339193
30,012,0001,0040,3001200010040,565,2.7528164311882715
30,012,0001,0055,3001200010055,749,2.8750612633917
