"entidad","nom_ent","mun","nom_mun","loc","nom_loc","ageb","mza","pobtot","pobmas","pobfem","p_0a2","p_0a2_m","p_0a2_f","p_3ymas","p_3ymas_m","p_3ymas_f","p_5ymas","p_5ymas_m","p_5ymas_f","p_12ymas","p_12ymas_m","p_12ymas_f","p_15ymas","p_15ymas_m","p_15ymas_f","p_18ymas","p_18ymas_m","p_18ymas_f","p_3a5","p_3a5_m","p_3a5_f","p_6a11","p_6a11_m","p_6a11_f","p_8a14","p_8a14_m","p_8a14_f","p_12a14","p_12a14_m","p_12a14_f","p_15a17","p_15a17_m","p_15a17_f","p_18a24","p_18a24_m","p_18a24_f","p_15a49_f","p_60ymas","p_60ymas_m","p_60ymas_f","rel_h_m","pob0_14","pob15_64","pob65_mas","prom_hnv","pnacent","pnacent_m","pnacent_f","pnacoe","pnacoe_m","pnacoe_f","pres2005","pres2005_m","pres2005_f","presoe05","presoe05_m","presoe05_f","p3ym_hli","p3ym_hli_m","p3ym_hli_f","p3hlinhe","p3hlinhe_m","p3hlinhe_f","p3hli_he","p3hli_he_m","p3hli_he_f","p5_hli","p5_hli_nhe","p5_hli_he","phog_ind","pcon_lim","pclim_mot","pclim_vis","pclim_leng","pclim_aud","pclim_mot2","pclim_men","pclim_men2","psin_lim","p3a5_noa","p3a5_noa_m","p3a5_noa_f","p6a11_noa","p6a11_noam","p6a11_noaf","p12a14noa","p12a14noam","p12a14noaf","p15a17a","p15a17a_m","p15a17a_f","p18a24a","p18a24a_m","p18a24a_f","p8a14an","p8a14an_m","p8a14an_f","p15ym_an","p15ym_an_m","p15ym_an_f","p15ym_se","p15ym_se_m","p15ym_se_f","p15pri_in","p15pri_inm","p15pri_inf","p15pri_co","p15pri_com","p15pri_cof","p15sec_in","p15sec_inm","p15sec_inf","p15sec_co","p15sec_com","p15sec_cof","p18ym_pb","p18ym_pb_m","p18ym_pb_f","graproes","graproes_m","graproes_f","pea","pea_m","pea_f","pe_inac","pe_inac_m","pe_inac_f","pocupada","pocupada_m","pocupada_f","pdesocup","pdesocup_m","pdesocup_f","psinder","pder_ss","pder_imss","pder_iste","pder_istee","pder_segp","p12ym_solt","p12ym_casa","p12ym_sepa","pcatolica","pncatolica","potras_rel","psin_relig","tothog","hogjef_m","hogjef_f","pobhog","phogjef_m","phogjef_f","vivtot","tvivhab","tvivpar","vivpar_hab","tvivparhab","vivpar_des","vivpar_ut","ocupvivpar","prom_ocup","pro_ocup_c","vph_pisodt","vph_pisoti","vph_1dor","vph_2ymasd","vph_1cuart","vph_2cuart","vph_3ymasc","vph_c_elec","vph_s_elec","vph_aguadv","vph_aguafv","vph_excsa","vph_drenaj","vph_nodren","vph_c_serv","vph_snbien","vph_radio","vph_tv","vph_refri","vph_lavad","vph_autom","vph_pc","vph_telef","vph_cel","vph_inter"
10,Durango,000,Total de la entidad Durango,0000,Total de la entidad,0000,000,1632934,803890,829044,95764,48765,46999,1508762,740922,767840,1442826,707641,735185,1208679,588645,620034,1108793,537849,570944,1007431,486630,520801,98415,49893,48522,201668,102384,99284,234867,119517,115350,99886,50796,49090,101362,51219,50143,208381,103197,105184,429080,149681,72622,77059,96.97,495733,1003805,104988,2.59,1397144,687792,709352,189923,93078,96845,1374075,668996,705079,39200,20048,19152,32917,16524,16393,5949,2314,3635,24322,12807,11515,30894,4825,23546,43395,84808,49352,24530,6599,8575,4330,3386,7058,1510393,47028,23696,23332,5925,3173,2752,8748,4812,3936,64842,32042,32800,55115,27814,27301,5711,3413,2298,42343,20410,21933,50255,24830,25425,157277,80212,77065,198120,95822,102298,56299,30384,25915,267571,126739,140832,330739,159820,170919,8.58,8.53,8.62,589777,415955,173822,612094,168310,443784,553840,386467,167373,35937,29488,6449,487382,1113493,571296,162275,3736,359598,420122,669194,116866,1403479,129513,439,58089,398471,301613,96858,1600533,1261868,338665,528001,407784,518688,398471,407681,93700,26517,1600533,4.02,0.99,371654,25110,107155,289675,12070,46246,338258,382900,14222,368415,28127,370135,352339,42518,337833,9390,305754,370918,344561,280091,207996,105076,176471,248418,68168
10,Durango,001,Canatlán,0000,Total del municipio,0000,000,31401,15633,15768,1702,869,833,29661,14745,14916,28497,14164,14333,24256,12003,12253,22345,11013,11332,20441,10052,10389,1745,878,867,3660,1864,1796,4358,2250,2108,1911,990,921,1904,961,943,4100,2120,1980,8008,3963,1974,1989,99.14,9018,19481,2864,2.92,29879,14872,15007,1059,530,529,27269,13418,13851,458,238,220,77,36,41,0,0,0,47,21,26,75,0,46,147,1635,945,457,100,171,94,55,184,29533,819,407,412,72,37,35,101,53,48,1298,648,650,1162,707,455,48,28,20,778,422,356,809,446,363,4185,2137,2048,4376,2157,2219,997,538,459,5765,2698,3067,5305,2653,2652,8,7.99,8.01,10836,8527,2309,13261,3361,9900,10401,8134,2267,435,393,42,9757,21569,5749,3855,12,11758,8353,13566,2299,29573,1174,0,335,7871,5945,1926,31084,24449,6635,10500,7888,10483,7871,7882,2012,600,31084,3.95,0.94,7389,464,1953,5896,133,699,7009,7690,155,7397,442,6835,6549,1265,6205,132,6305,7329,6581,4969,4188,1335,3323,3958,608
10,Durango,001,Canatlán,0001,Total de la localidad urbana,0000,000,11495,5482,6013,616,306,310,10870,5171,5699,10444,4975,5469,8782,4141,4641,8090,3780,4310,7385,3426,3959,647,296,351,1441,734,707,1646,853,793,692,361,331,705,354,351,1480,722,758,3166,1167,522,645,91.17,3396,7266,824,2.56,10821,5139,5682,511,260,251,9920,4673,5247,209,101,108,23,8,15,0,0,0,11,4,7,22,0,11,63,504,275,125,36,38,34,25,80,10868,283,128,155,19,11,8,27,18,9,574,281,293,533,285,248,21,13,8,203,106,97,239,125,114,977,463,514,1211,552,659,330,168,162,1736,792,944,3110,1482,1628,9.34,9.47,9.23,4285,2814,1471,4465,1312,3153,4100,2660,1440,185,154,31,2881,8592,2964,2296,*,3457,3267,4569,925,10769,386,0,134,2932,1961,971,11410,7967,3443,3673,2940,3665,2932,2935,518,215,11410,3.89,0.93,2783,142,608,2317,57,271,2594,2908,16,2780,139,2864,2858,67,2713,19,2267,2829,2631,2112,1641,888,1456,1856,538
10,Durango,001,Canatlán,0001,Total AGEB urbana,0054,000,658,308,350,36,18,18,622,290,332,598,280,318,505,232,273,470,215,255,423,190,233,37,17,20,80,41,39,89,47,42,35,17,18,47,25,22,67,33,34,180,85,43,42,88,188,408,62,2.52,617,283,334,29,17,12,563,262,301,17,8,9,3,3,0,0,0,0,*,*,0,3,0,*,13,38,17,10,*,*,0,3,11,618,11,5,6,0,0,0,0,0,0,34,17,17,28,18,10,*,0,*,14,6,8,12,6,6,77,34,43,66,36,30,16,6,10,106,46,60,157,74,83,8.87,8.89,8.85,246,155,91,255,76,179,232,142,90,14,13,*,198,459,173,116,0,178,199,235,70,614,30,0,3,175,104,71,658,386,272,217,175,217,175,175,30,12,658,3.76,0.90,167,7,53,122,6,17,151,175,0,172,*,171,171,4,169,*,133,165,157,119,95,42,82,99,26
10,Durango,001,Canatlán,0001,Canatlán,0054,001,37,17,20,5,*,3,32,15,17,32,15,17,31,15,16,31,15,16,29,14,15,0,0,0,*,0,*,*,0,*,0,0,0,*,*,*,4,3,*,10,6,*,4,85,6,26,5,2.50,34,14,20,*,*,0,30,14,16,*,*,*,*,*,0,0,0,0,*,*,0,*,0,*,*,*,0,*,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,*,*,*,*,*,0,0,0,0,0,0,0,0,0,0,6,*,4,4,*,*,0,0,0,6,4,*,13,6,7,9.20,9.36,9.06,16,12,4,14,3,11,15,11,4,*,*,0,6,31,18,8,0,6,12,16,3,35,0,0,*,11,7,4,37,28,9,12,*,*,*,*,*,*,37,3.36,0.86,11,0,4,7,0,*,9,11,0,11,0,11,11,0,11,0,11,11,9,7,3,*,5,9,*
10,Durango,001,Canatlán,0001,Canatlán,0054,002,16,6,10,0,0,0,16,6,10,15,5,10,14,5,9,12,4,8,11,4,7,*,*,0,*,0,*,*,*,*,*,*,*,*,0,*,*,*,*,5,3,*,*,60,4,10,*,2.25,13,4,9,*,*,*,14,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,*,0,*,*,*,0,0,0,0,0,0,0,0,0,0,*,*,0,*,0,*,0,0,0,4,0,4,5,3,*,9.92,10.25,9.75,6,3,3,8,*,6,6,3,3,0,0,0,4,12,*,9,0,*,6,4,4,16,0,0,0,6,3,3,16,6,10,6,*,*,*,*,*,*,16,2.67,0.70,5,*,3,3,0,0,5,6,0,6,0,6,6,0,6,0,6,6,6,5,4,*,5,3,*
10,Durango,001,Canatlán,0001,Canatlán,0054,003,27,12,15,3,*,*,24,10,14,24,10,14,21,9,12,19,7,12,17,7,10,0,0,0,3,*,*,5,3,*,*,*,0,*,0,*,*,0,*,7,7,3,4,80,8,12,7,2.92,24,10,14,0,0,0,23,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,4,*,*,3,*,*,*,0,*,5,*,4,4,3,*,8.39,9.57,7.64,9,6,3,12,3,9,9,6,3,0,0,0,18,9,4,6,0,0,5,12,4,27,0,0,0,7,5,*,27,22,5,9,*,*,*,*,*,*,27,3.86,0.84,7,0,*,5,0,0,7,7,0,7,0,7,7,0,7,0,7,7,7,6,5,*,4,6,0
10,Durango,001,Canatlán,0001,Canatlán,0054,004,38,20,18,*,0,*,36,20,16,35,19,16,30,17,13,30,17,13,29,17,12,*,*,0,5,*,3,*,0,*,0,0,0,*,0,*,3,*,*,8,9,4,5,111.11,8,22,8,2.92,37,20,17,*,0,*,33,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,34,*,*,0,0,0,0,0,0,0,*,0,*,*,*,0,0,0,0,0,0,0,0,0,0,9,4,5,6,4,*,0,0,0,6,4,*,9,5,4,8.27,8.76,7.62,13,11,*,17,6,11,13,11,*,0,0,0,6,32,11,14,0,6,15,7,8,38,0,0,0,9,7,*,38,30,8,12,*,*,*,*,*,*,38,4.22,0.79,9,0,*,7,0,*,8,9,0,9,0,9,9,0,9,*,6,8,8,8,6,4,7,*,*
10,Durango,001,Canatlán,0001,Canatlán,0054,005,32,16,16,*,0,*,31,16,15,29,15,14,25,12,13,23,11,12,21,9,12,*,*,*,4,3,*,5,3,*,*,*,*,*,*,0,3,*,*,9,4,*,*,100,9,19,4,2.08,29,15,14,3,*,*,29,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,0,*,0,0,0,30,0,0,0,0,0,0,0,0,0,*,*,0,*,*,0,0,0,0,*,0,*,*,0,*,4,*,*,*,*,0,*,*,0,6,*,4,9,5,4,8.91,10.18,7.75,15,8,7,10,4,6,15,8,7,0,0,0,*,30,10,6,0,14,8,11,6,28,*,0,0,10,6,4,32,18,14,15,*,*,*,*,*,*,32,3.20,0.62,10,0,3,7,0,0,10,10,0,10,0,10,10,0,10,0,9,10,10,9,7,4,5,5,*
10,Durango,001,Canatlán,0001,Canatlán,0054,006,19,6,13,*,0,*,17,6,11,17,6,11,14,5,9,12,4,8,10,3,7,0,0,0,3,*,*,5,*,3,*,*,*,*,*,*,*,0,*,6,*,*,*,46.15,7,10,*,2.67,17,5,12,*,*,*,14,5,9,3,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,*,18,0,0,0,0,0,0,0,0,0,*,*,*,0,0,0,0,0,0,*,0,*,0,0,0,3,*,*,3,*,*,*,0,*,3,*,*,*,*,*,7.50,7.75,7.38,3,*,*,10,*,8,3,*,*,0,0,0,6,13,*,0,0,10,7,6,*,18,*,0,0,5,*,3,19,7,12,9,*,*,*,*,*,*,19,3.80,1.12,5,0,*,4,0,*,4,5,0,5,0,5,5,0,5,0,4,5,5,4,3,*,*,4,0
