model,state,r2,mae,rmse,n
ridge,01,0.5934033393859863,0.19919057190418243,0.217269629240036,11
ridge,02,0.8328489661216736,0.15882039070129395,0.20242755115032196,6
ridge,03,-0.839383602142334,0.31568384170532227,0.35980620980262756,5
ridge,04,0.6096153259277344,0.20620425045490265,0.25281476974487305,12
ridge,05,0.6508020758628845,0.33052438497543335,0.431478887796402,38
ridge,06,0.43869882822036743,0.17098712921142578,0.23347949981689453,10
ridge,07,0.7293643951416016,0.2580893635749817,0.33954769372940063,124
ridge,08,0.3568252921104431,0.43783318996429443,0.5511965155601501,67
ridge,09,-0.17825865745544434,0.37658971548080444,0.42039036750793457,16
ridge,10,0.6364139318466187,0.23712876439094543,0.2869419753551483,39
ridge,11,0.550055980682373,0.24658705294132233,0.3051644563674927,46
ridge,12,-0.11127054691314697,0.338239848613739,0.4176754951477051,81
ridge,13,0.7783150672912598,0.31933465600013733,0.3985438942909241,84
ridge,14,0.7059727907180786,0.2255057394504547,0.2865558862686157,125
ridge,15,0.8223119974136353,0.22854700684547424,0.3006853759288788,125
ridge,16,0.6477231383323669,0.2153584361076355,0.2687290906906128,113
ridge,17,0.38996291160583496,0.23315122723579407,0.2843092381954193,36
ridge,18,-0.28066718578338623,0.28042155504226685,0.343889981508255,20
ridge,19,0.691589891910553,0.4088955223560333,0.5294281244277954,51
ridge,20,0.6257554888725281,0.3797535002231598,0.5033074021339417,570
ridge,21,0.7105019688606262,0.25871649384498596,0.33420073986053467,217
ridge,22,0.5206173658370972,0.2967562675476074,0.3775142431259155,18
ridge,23,0.514441967010498,0.2058033049106598,0.27137693762779236,11
ridge,24,0.7800694704055786,0.2307981252670288,0.27858638763427734,58
ridge,25,0.5019224286079407,0.2843337655067444,0.31524455547332764,18
ridge,26,0.2708338499069214,0.3258020877838135,0.4063049554824829,72
ridge,27,0.3634793758392334,0.3042939007282257,0.3310324549674988,17
ridge,28,0.8014803528785706,0.2265416532754898,0.274472177028656,43
ridge,29,0.7707564830780029,0.20865057408809662,0.2624194920063019,60
ridge,30,0.4421479105949402,0.22966665029525757,0.29611504077911377,212
ridge,31,0.36503928899765015,0.22359736263751984,0.30143529176712036,106
ridge,32,0.631367564201355,0.22272859513759613,0.28011614084243774,58
xgboost,01,0.3107326030731201,0.23871392011642456,0.28288567066192627,11
xgboost,02,0.8103151321411133,0.16966986656188965,0.21564103662967682,6
xgboost,03,-0.030416369438171387,0.2256195992231369,0.26930156350135803,5
xgboost,04,0.671492338180542,0.17831473052501678,0.23191498219966888,12
xgboost,05,0.7185823917388916,0.29466524720191956,0.3873462378978729,38
xgboost,06,0.24616926908493042,0.1916610300540924,0.27057504653930664,10
xgboost,07,0.7360371351242065,0.26731613278388977,0.3353356420993805,124
xgboost,08,0.3592826724052429,0.44669097661972046,0.5501425862312317,67
xgboost,09,0.3624308109283447,0.22950822114944458,0.30924034118652344,16
xgboost,10,0.48193371295928955,0.27812543511390686,0.34251779317855835,39
xgboost,11,0.6635574698448181,0.21394120156764984,0.26388224959373474,46
xgboost,12,0.07040488719940186,0.30177104473114014,0.3820111155509949,81
xgboost,13,0.8115594983100891,0.2964276373386383,0.36744746565818787,84
xgboost,14,0.6312854290008545,0.2533193826675415,0.32089337706565857,125
xgboost,15,0.7960540652275085,0.2630715072154999,0.32213708758354187,125
xgboost,16,0.6106637716293335,0.21615052223205566,0.28251075744628906,113
xgboost,17,0.4494028091430664,0.2133292555809021,0.2701032757759094,36
xgboost,18,-0.042664408683776855,0.2398374378681183,0.3102942109107971,20
xgboost,19,0.7409054040908813,0.39570295810699463,0.485257089138031,51
xgboost,20,0.6677314043045044,0.36460256576538086,0.474242240190506,570
xgboost,21,0.7727187871932983,0.22977837920188904,0.2961190640926361,217
xgboost,22,0.5910525321960449,0.27933380007743835,0.34867915511131287,18
xgboost,23,0.2309250831604004,0.29772472381591797,0.34153616428375244,11
xgboost,24,0.873506486415863,0.17462418973445892,0.21127653121948242,58
xgboost,25,0.5476967096328735,0.2521830201148987,0.3004097044467926,18
xgboost,26,0.40623170137405396,0.302400141954422,0.36664631962776184,72
xgboost,27,0.6269448399543762,0.21800629794597626,0.25342583656311035,17
xgboost,28,0.641013503074646,0.28258398175239563,0.3690928518772125,43
xgboost,29,0.7939406633377075,0.19635418057441711,0.24879617989063263,60
xgboost,30,0.4970313310623169,0.20480692386627197,0.281171590089798,212
xgboost,31,0.2888966202735901,0.24276523292064667,0.318997323513031,106
xgboost,32,0.6565037965774536,0.20855797827243805,0.27039727568626404,58
