model,state,r2,mae,rmse,n
ridge,01,0.2854142189025879,0.22591829299926758,0.2880343496799469,11
ridge,02,0.6607332825660706,0.21529865264892578,0.28839364647865295,6
ridge,03,-1.217832088470459,0.34142524003982544,0.3950906991958618,5
ridge,04,-0.14542174339294434,0.34862151741981506,0.4330507218837738,12
ridge,05,0.675123929977417,0.3043215870857239,0.4161813259124756,38
ridge,06,-0.2399805784225464,0.252817302942276,0.34702298045158386,10
ridge,07,0.5739374160766602,0.31070125102996826,0.42603474855422974,124
ridge,08,0.49239152669906616,0.3442474901676178,0.48967331647872925,67
ridge,09,0.6945978403091431,0.1652904748916626,0.21402697265148163,16
ridge,10,0.563345193862915,0.2661600410938263,0.3144558072090149,39
ridge,11,0.5639580488204956,0.22323067486286163,0.3004130721092224,46
ridge,12,0.09568458795547485,0.31523457169532776,0.37678104639053345,81
ridge,13,0.8155714273452759,0.28695014119148254,0.36351490020751953,84
ridge,14,0.5817152261734009,0.2663666605949402,0.34178391098976135,125
ridge,15,0.8018572330474854,0.24682922661304474,0.31752094626426697,125
ridge,16,0.5353231430053711,0.2511199414730072,0.3086370825767517,113
ridge,17,0.32344257831573486,0.23758183419704437,0.29940924048423767,36
ridge,18,-0.07775545120239258,0.26506686210632324,0.31547248363494873,20
ridge,19,0.7460768222808838,0.3797786831855774,0.48038989305496216,51
ridge,20,0.43482720851898193,0.4710874855518341,0.6185092926025391,570
ridge,21,0.4102141857147217,0.3625907003879547,0.4770146608352661,217
ridge,22,0.7013051509857178,0.255262553691864,0.2979929745197296,18
ridge,23,0.6226980090141296,0.2095920443534851,0.23921969532966614,11
ridge,24,0.7314238548278809,0.23954355716705322,0.30785828828811646,58
ridge,25,0.8423540592193604,0.12503398954868317,0.17735378444194794,18
ridge,26,-0.10509288311004639,0.3775798976421356,0.50019371509552,72
ridge,27,0.6299819350242615,0.19565032422542572,0.25239214301109314,17
ridge,28,0.7386997938156128,0.23760700225830078,0.31489551067352295,43
ridge,29,0.5516095757484436,0.29251623153686523,0.36700814962387085,60
ridge,30,0.016222715377807617,0.29777801036834717,0.39323246479034424,212
ridge,31,-0.18816840648651123,0.3301115334033966,0.41234397888183594,106
ridge,32,0.4203062653541565,0.2750924825668335,0.3512696623802185,58
xgboost,01,0.030758559703826904,0.27972888946533203,0.3354540467262268,11
xgboost,02,0.8410549163818359,0.10019365698099136,0.19739611446857452,6
xgboost,03,-0.4157980680465698,0.24967975914478302,0.3156698942184448,5
xgboost,04,0.5851840376853943,0.1929914951324463,0.2606056332588196,12
xgboost,05,0.6898678541183472,0.3264884948730469,0.4066278338432312,38
xgboost,06,0.4253300428390503,0.17870792746543884,0.2362435907125473,10
xgboost,07,0.6790475845336914,0.2913041412830353,0.3697673976421356,124
xgboost,08,0.4002571702003479,0.42262113094329834,0.5322608947753906,67
xgboost,09,0.25579655170440674,0.25464576482772827,0.3341014087200165,16
xgboost,10,0.4225936532020569,0.2884284257888794,0.3616023659706116,39
xgboost,11,0.6497692465782166,0.22347724437713623,0.26923519372940063,46
xgboost,12,0.3542206883430481,0.2467617392539978,0.3183985948562622,81
xgboost,13,0.794424295425415,0.3074358403682709,0.3837903141975403,84
xgboost,14,0.6518539190292358,0.2424008846282959,0.311814546585083,125
xgboost,15,0.7815797328948975,0.26446667313575745,0.33337247371673584,125
xgboost,16,0.6082427501678467,0.21872319281101227,0.2833877503871918,113
xgboost,17,0.572618842124939,0.18945731222629547,0.23796908557415009,36
xgboost,18,-0.06102895736694336,0.2503311038017273,0.3130148947238922,20
xgboost,19,0.7215914726257324,0.4039906859397888,0.5030185580253601,51
xgboost,20,0.6361461877822876,0.37803611159324646,0.49627119302749634,570
xgboost,21,0.7483439445495605,0.24018657207489014,0.3115934431552887,217
xgboost,22,0.5609164237976074,0.28674498200416565,0.36129817366600037,18
xgboost,23,0.44624513387680054,0.24752019345760345,0.2898085117340088,11
xgboost,24,0.8443318605422974,0.20211158692836761,0.23437806963920593,58
xgboost,25,0.5818758010864258,0.2505645155906677,0.288836270570755,18
xgboost,26,0.30852043628692627,0.3164904713630676,0.39566582441329956,72
xgboost,27,0.6673793196678162,0.207327201962471,0.23929795622825623,17
xgboost,28,0.6043390035629272,0.2976019084453583,0.3874879777431488,43
xgboost,29,0.7499668598175049,0.22063754498958588,0.2740603983402252,60
xgboost,30,0.4733206629753113,0.21357111632823944,0.2877226769924164,212
xgboost,31,0.28273773193359375,0.23703835904598236,0.3203757703304291,106
xgboost,32,0.6545016765594482,0.20588789880275726,0.27118414640426636,58
