ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LENG,PCDISC_AUD,PCDISC_MOT2,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_CO,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRIV,PAFIL_OTRAI,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC
10,Durango,000,Total de la entidad Durango,0000,Total de la entidad,0000,000,1832650,927784,904866,95793,47204,48589,1733682,878981,854701,1661875,843666,818209,1416121,723423,692698,1315571,673942,641629,1217129,625493,591636,107941,52981,54960,209620,102577,107043,240724,118134,122590,100550,49481,51069,98442,48449,49993,218136,108354,109782,471321,209478,109566,99912,97.53,513904,1172629,142942,2.32,1601990,811920,790070,210697,106016,104681,1606224,820635,785589,39250,19252,19998,47242,23800,23442,8515,5044,3471,37905,18363,19542,44242,6726,36712,58286,17311,8588,8723,101953,50851,43421,13917,19271,19359,17675,217850,69574,137023,12819,41629,9767,42329,22477,1499181,43907,21481,22426,7636,3560,4076,9062,3903,5159,69250,35567,33683,70077,35572,34505,5674,2354,3320,35779,18192,17587,39774,19843,19931,107408,50981,56427,173587,86084,87503,39818,17187,22631,389145,205171,183974,513240,265121,248119,9.75,9.82,9.67,818279,315196,503083,593095,406871,186224,796197,309943,486254,22082,5253,16829,461394,1366665,744664,185483,7012,8406,404554,16703,16765,5967,481785,757894,175677,1521197,168665,1568,135125,493698,157252,336446,1821273,536132,1285141,632975,493989,614109,475123,493142,493698,102682,36304,1821273,3.69,0.91,474438,17650,122022,370077,11968,50211,429915,483167,8921,482430,410519,9676,383135,116819,459918,18039,467143,24896,461972,3412,458976,199759,9048,449272,381316,273963,273559,58736,128226,317430,457688,169760,137873,434450,215108,222785,73099,54664,22071,41801,243750,12446
10,Durango,001,Canatlán,0000,Total del municipio,0000,000,31454,15803,15651,1556,752,804,29883,15043,14840,28756,14478,14278,24706,12424,12282,23070,11612,11458,21461,10794,10667,1692,845,847,3485,1774,1711,3982,1998,1984,1636,812,824,1609,818,791,3581,1588,1993,7596,4589,2322,2267,99.04,8369,19742,3328,2.62,29717,14907,14810,1381,721,660,27850,14107,13743,541,276,265,76,37,39,0,0,0,74,36,38,75,0,73,127,140,66,74,2178,1101,902,256,412,405,363,3768,1251,2299,188,711,168,793,407,25333,629,315,314,70,30,40,89,32,57,1232,658,574,1413,511,902,61,17,44,593,250,343,526,249,277,2489,1154,1335,3473,1708,1765,519,225,294,7485,4035,3450,7580,3664,3916,9.23,9.23,9.24,13069,4331,8738,11586,8073,3513,12873,4289,8584,196,42,154,8386,23044,7394,3855,183,41,11498,146,119,85,8030,13691,2983,28788,1366,*,962,8728,2773,5955,31032,9098,21934,11723,8733,11702,8712,8726,8728,2148,842,31032,3.56,0.83,8513,207,2094,6625,122,673,7924,8495,224,8611,5320,108,7889,949,7979,393,8181,538,8042,41,7947,3094,52,8016,6751,4360,5260,1636,4141,4631,8106,2159,1991,7663,1933,4434,511,476,350,626,5846,114
10,Durango,001,Canatlán,0001,Total de la localidad urbana,0000,000,11943,6311,5632,557,267,290,11375,6038,5337,10901,5807,5094,9335,4987,4348,8721,4659,4062,8078,4312,3766,696,345,351,1344,706,638,1499,792,707,614,328,286,643,347,296,1346,673,673,3190,1490,824,666,89.24,3211,7717,1004,2.28,11271,5973,5298,539,275,264,10599,5671,4928,205,102,103,27,14,13,0,0,0,26,13,13,27,0,26,60,72,33,39,752,373,338,86,112,138,121,1365,368,906,60,218,54,256,167,9739,259,123,136,28,16,12,35,18,17,528,300,228,552,271,281,18,7,11,134,68,66,165,91,74,548,310,238,953,493,460,211,96,115,2350,1315,1035,4024,2069,1955,10.4,10.24,10.58,5403,2223,3180,3915,2759,1156,5311,2198,3113,92,25,67,2833,9093,3904,2254,14,21,2970,26,56,10,3281,4808,1246,10938,527,0,459,3403,1472,1931,11935,4981,6954,4322,3405,4314,3397,3401,3403,687,230,11935,3.51,0.83,3344,55,651,2747,49,285,3064,3387,11,3384,3368,14,3244,395,3360,12,3367,31,3355,3,3357,1276,17,3223,2769,1885,2055,393,1535,1565,3212,1296,948,3126,1286,1683,422,326,119,140,1723,30
10,Durango,001,Canatlán,0001,Total AGEB urbana,0054,000,572,305,267,24,12,12,548,293,255,534,287,247,478,258,220,444,240,204,413,227,186,22,12,10,48,23,25,67,36,31,34,18,16,31,13,18,74,38,36,154,102,57,45,87.54,128,369,75,2.29,541,294,247,22,7,15,518,281,237,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,47,25,23,8,3,11,8,90,40,51,3,13,3,18,13,432,10,4,6,*,*,0,0,0,0,26,11,15,32,21,11,0,0,0,7,4,3,8,5,3,34,19,15,53,33,20,11,4,7,117,59,58,204,113,91,10.18,10.1,10.26,272,117,155,205,140,65,269,116,153,3,*,*,113,459,202,78,3,0,183,*,4,*,195,206,77,525,36,0,10,176,79,97,572,244,328,234,176,234,176,175,176,42,16,572,3.25,0.77,172,3,37,138,4,11,160,175,0,174,174,*,169,22,173,*,174,*,173,0,174,72,*,166,147,99,100,17,63,69,164,61,57,158,69,78,19,16,6,6,93,*
10,Durango,001,Canatlán,0001,Canatlán,0054,001,24,10,14,0,0,0,24,10,14,24,10,14,21,10,11,21,10,11,19,10,9,*,0,*,*,0,*,*,0,*,0,0,0,*,0,*,*,0,*,4,7,5,*,140,3,16,5,2.9,23,9,14,*,*,0,24,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,*,0,6,*,5,0,*,0,*,0,16,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,4,*,*,4,3,*,0,0,0,3,0,3,8,5,3,8.71,8.9,8.55,11,3,8,10,7,3,10,3,7,*,0,*,4,20,18,*,0,0,*,0,0,0,6,10,5,23,0,0,*,9,5,4,24,11,13,12,9,12,9,9,9,*,*,24,2.67,0.62,9,0,*,8,0,0,9,9,0,9,9,0,9,0,9,0,9,0,9,0,9,5,0,9,9,4,3,*,6,5,9,3,3,9,4,5,*,*,0,0,5,0
10,Durango,001,Canatlán,0001,Canatlán,0054,002,12,6,6,0,0,0,12,6,6,11,6,5,10,6,4,9,5,4,9,5,4,*,0,*,*,0,*,*,*,0,*,*,0,0,0,0,*,0,*,3,*,*,0,100,3,9,0,2,8,5,3,4,*,3,8,5,3,3,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,0,0,0,0,0,0,0,0,0,0,0,0,11,*,0,*,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,3,*,*,5,*,3,12.33,11.4,13.5,6,3,3,4,3,*,6,3,3,0,0,0,4,8,0,4,0,0,4,0,0,0,4,4,*,12,0,0,0,4,3,*,12,9,3,6,4,6,4,4,4,*,0,12,3,0.92,4,0,3,*,0,*,*,4,0,4,4,0,4,*,4,0,4,0,4,0,4,3,0,3,3,3,*,0,0,*,4,*,3,3,*,*,0,0,0,0,*,0
10,Durango,001,Canatlán,0001,Canatlán,0054,003,22,14,8,*,0,*,21,14,7,19,13,6,18,12,6,18,12,6,18,12,6,3,*,*,0,0,0,0,0,0,0,0,0,0,0,0,6,4,*,7,4,*,*,57.14,4,14,4,1.45,19,13,6,*,0,*,18,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,*,0,0,4,4,*,0,*,0,0,0,16,3,*,*,0,0,0,0,0,0,0,0,0,3,*,*,0,0,0,*,*,0,*,*,0,3,*,*,4,3,*,0,0,0,3,*,*,7,5,*,8.61,8,9.83,10,7,3,8,5,3,10,7,3,0,0,0,6,16,8,*,0,0,7,0,0,0,9,8,*,22,0,0,0,7,6,*,22,20,*,10,7,10,7,7,7,3,0,22,3.14,1.05,7,0,3,4,*,*,5,7,0,7,7,0,7,*,7,0,7,0,7,0,7,5,0,6,5,4,*,*,*,*,6,*,*,6,*,3,0,0,0,0,4,0
10,Durango,001,Canatlán,0001,Canatlán,0054,004,24,13,11,0,0,0,24,13,11,24,13,11,23,13,10,21,12,9,18,12,6,0,0,0,*,0,*,3,*,*,*,*,*,3,0,3,*,*,0,5,6,3,3,84.62,3,17,4,2.69,24,13,11,0,0,0,24,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,0,0,0,*,3,*,*,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,3,*,*,0,0,0,0,0,0,0,0,0,0,3,*,*,*,*,*,*,*,0,6,*,4,6,5,*,9.71,10,9.33,15,10,5,8,3,5,15,10,5,0,0,0,4,20,6,8,0,0,6,0,0,0,13,6,4,24,0,0,0,9,5,4,24,12,12,11,9,11,9,9,9,*,*,24,2.67,0.48,9,0,*,8,0,0,9,9,0,9,9,0,9,*,9,0,9,0,9,0,9,5,0,9,8,7,4,0,3,*,9,4,6,8,5,4,3,*,0,0,4,0
10,Durango,001,Canatlán,0001,Canatlán,0054,005,26,12,14,*,0,*,24,12,12,24,12,12,19,8,11,18,7,11,18,7,11,*,*,0,4,3,*,5,4,*,*,*,0,0,0,0,4,*,3,4,3,*,*,116.67,8,17,*,3,21,8,13,4,3,*,24,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,*,0,*,0,0,0,18,0,0,0,*,*,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,0,0,*,*,*,0,0,0,4,*,3,5,3,*,7,*,5,9.72,9.14,10.09,11,*,9,8,6,*,10,*,8,*,0,*,5,21,11,0,0,0,10,0,0,*,9,10,0,20,6,0,0,7,*,5,26,8,18,13,7,13,7,7,7,6,0,26,3.71,0.79,7,0,0,7,0,0,7,7,0,7,7,0,7,0,7,0,7,0,7,0,7,3,0,7,7,5,4,*,5,*,7,*,*,7,*,*,0,0,0,0,4,0
10,Durango,001,Canatlán,0001,Canatlán,0054,006,23,16,7,*,*,*,21,15,6,21,15,6,17,12,5,17,12,5,17,12,5,0,0,0,4,3,*,*,*,0,0,0,0,0,0,0,7,5,*,10,*,*,*,43.75,6,16,*,1.58,23,16,7,0,0,0,20,15,5,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,*,0,*,0,0,0,0,0,*,0,21,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,*,*,0,*,*,0,0,0,0,*,*,0,0,0,0,*,*,0,13,8,5,11.12,10.58,12.4,11,6,5,6,6,0,11,6,5,0,0,0,7,16,10,0,0,0,6,0,0,0,6,7,4,23,0,0,0,7,4,3,23,14,9,10,7,10,7,7,7,3,0,23,3.29,0.77,7,0,4,3,0,*,5,7,0,7,7,0,7,*,7,0,7,0,7,0,7,4,0,6,5,*,3,*,*,*,6,*,*,6,*,*,0,0,*,*,4,0
