ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LENG,PCDISC_AUD,PCDISC_MOT2,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_CO,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRIV,PAFIL_OTRAI,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC
06,Colima,000,Total de la entidad Colima,0000,Total de la entidad,0000,000,731391,370769,360622,29614,14483,15131,699821,355305,344516,677122,344007,333115,592408,302457,289951,556272,284755,271517,520033,266970,253063,34469,17025,17444,72944,35823,37121,85323,41826,43497,36136,17702,18434,36239,17785,18454,83767,41917,41850,197212,91557,48063,43494,97.26,173163,494510,61762,2.06,525860,266764,259096,193703,98633,95070,636207,325164,311043,35221,17187,18034,5210,2322,2888,189,114,75,4970,2186,2784,5109,158,4901,9770,13574,6859,6715,39880,19767,17487,5817,7856,7240,7434,87325,26318,55672,5506,16466,3642,17522,10032,597614,11887,5919,5968,3288,1539,1749,3220,1415,1805,27964,14198,13766,31032,16202,14830,2254,966,1288,18734,9464,9270,23896,11920,11976,43853,21468,22385,66596,33860,32736,19492,8463,11029,130565,67906,62659,253137,130854,122283,10.05,10.1,9.99,386642,164334,222308,204200,137542,66658,380902,162558,218344,5740,1776,3964,123074,605947,362244,49082,1259,11047,179704,2774,9344,3016,201601,313938,76630,610645,57884,812,59254,226853,78777,148076,728297,238959,489338,288978,227050,278552,216624,226445,226853,47329,14599,728297,3.21,0.96,219978,5756,73164,152586,11457,42001,172292,224634,1121,224122,218820,1634,168639,56894,224485,255,224708,1039,222876,174,224381,92021,1493,211596,170380,98535,117854,36845,41614,155254,206844,90200,80251,206736,132395,114164,43881,22695,9173,12085,82366,2698
06,Colima,001,Armería,0000,Total del municipio,0000,000,27626,13686,13940,1238,606,632,26367,13068,13299,25478,12635,12843,21911,10877,11034,20454,10189,10265,19045,9496,9549,1361,653,708,3095,1538,1557,3593,1754,1839,1457,688,769,1409,693,716,3125,1529,1596,6780,3966,1984,1982,101.86,7151,17625,2829,2.62,21090,10327,10763,6115,3147,2968,24370,12135,12235,853,408,445,102,47,55,0,0,0,102,47,55,102,0,102,204,181,97,84,1852,933,824,265,382,297,357,3664,1137,2376,232,720,131,696,339,21953,492,247,245,177,67,110,199,83,116,925,492,433,685,364,321,115,41,74,1461,722,739,1797,859,938,3127,1415,1712,3485,1686,1799,1061,496,565,5285,2800,2485,5206,2660,2546,7.77,7.92,7.62,14643,5743,8900,7189,5105,2084,14464,5692,8772,179,51,128,2713,24884,8047,940,55,255,15298,76,327,73,6794,11893,3221,23942,2267,5,1383,8224,3154,5070,27545,10505,17040,11236,8236,11040,8040,8190,8224,2253,747,27545,3.35,1.09,7725,457,3468,4714,714,2035,5432,8111,70,8037,7732,144,4227,1876,8072,5,8087,94,7939,11,8064,3731,114,7345,5859,2227,3407,2301,2582,5102,7098,1612,1955,7125,2636,3927,501,277,539,734,5097,193
06,Colima,001,Armería,0001,Total de la localidad urbana,0000,000,15368,7632,7736,659,315,344,14696,7310,7386,14221,7077,7144,12353,6176,6177,11564,5789,5775,10774,5403,5371,725,353,372,1618,781,837,1908,943,965,789,387,402,790,386,404,1737,845,892,3844,2214,1133,1081,101.36,3791,10004,1560,2.46,12557,6160,6397,2648,1389,1259,13826,6900,6926,293,140,153,31,13,18,0,0,0,31,13,18,31,0,31,76,144,77,67,969,489,454,131,204,172,158,1927,578,1335,129,376,77,268,186,12379,290,141,149,105,39,66,86,39,47,523,270,253,416,211,205,51,14,37,674,349,325,836,417,419,1465,716,749,1838,938,900,569,256,313,3065,1558,1507,3478,1737,1741,8.35,8.36,8.35,8335,3434,4901,3973,2721,1252,8234,3406,4828,101,28,73,1221,14126,5752,754,39,160,7200,16,272,62,3975,6550,1825,13562,1076,4,709,4499,1794,2705,15326,6123,9203,5609,4502,5486,4379,4493,4499,1013,94,15326,3.41,1.1,4229,258,1781,2706,363,1127,2996,4451,35,4437,4420,49,2315,1560,4451,*,4455,31,4395,5,4445,2142,52,4106,3203,1337,1796,1069,1661,2743,4056,1092,1305,3912,1569,1862,387,186,227,379,2637,87
06,Colima,001,Armería,0001,Total AGEB urbana,0081,000,1389,708,681,45,20,25,1344,688,656,1319,673,646,1197,611,586,1111,569,542,1044,536,508,43,24,19,104,53,51,157,77,80,86,42,44,67,33,34,162,74,88,338,297,163,134,96.19,278,892,219,2.45,1107,569,538,256,128,128,1284,660,624,19,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,*,4,105,57,41,17,30,20,21,198,69,143,15,41,13,35,27,1069,18,10,8,*,*,0,5,*,4,53,24,29,52,26,26,4,3,*,64,39,25,89,49,40,120,70,50,180,98,82,46,15,31,251,126,125,396,198,198,8.68,8.53,8.84,704,289,415,486,319,167,701,288,413,3,*,*,139,1249,535,129,0,4,569,0,17,6,419,596,182,1196,132,*,59,442,172,270,1389,513,876,560,442,545,427,442,442,111,7,1389,3.14,0.95,423,19,173,269,33,89,320,441,*,439,439,3,232,55,439,0,440,*,437,0,438,204,5,414,314,136,194,91,142,233,406,110,159,371,182,194,54,16,22,44,240,8
06,Colima,001,Armería,0001,Ciudad de Armería,0081,001,41,18,23,0,0,0,41,18,23,40,18,22,35,17,18,34,17,17,32,16,16,*,0,*,5,*,4,4,0,4,*,0,*,*,*,*,5,3,*,11,10,6,4,127.78,7,28,6,2.71,30,15,15,11,3,8,39,18,21,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,*,0,*,0,*,0,5,5,*,0,*,0,*,*,32,*,0,*,0,0,0,0,0,0,*,*,0,*,*,0,0,0,0,*,*,0,*,*,0,4,*,*,6,3,3,4,*,*,7,*,5,10,5,5,8.41,7.94,8.88,17,4,13,18,13,5,17,4,13,0,0,0,0,41,15,3,0,0,23,0,0,0,10,16,9,29,9,*,*,14,5,9,41,11,30,17,14,17,14,14,14,3,0,41,2.93,1.17,14,0,7,7,4,3,7,14,0,13,13,*,6,0,13,0,12,*,12,0,12,9,0,14,9,*,5,*,3,7,11,*,5,12,4,4,*,0,*,*,10,0
06,Colima,001,Armería,0001,Ciudad de Armería,0081,002,30,18,12,0,0,0,30,18,12,30,18,12,28,18,10,27,17,10,23,14,9,0,0,0,*,0,*,3,*,*,*,*,0,4,3,*,*,0,*,10,8,4,4,66.67,3,21,6,1.67,19,13,6,9,4,5,30,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,*,*,*,0,*,12,7,9,*,4,*,5,*,15,0,0,0,0,0,0,0,0,0,4,3,*,0,0,0,0,0,0,*,0,*,4,*,*,*,0,*,3,3,0,*,0,*,7,5,*,9,5,4,8.56,9.06,7.7,17,9,8,11,9,*,17,9,8,0,0,0,3,27,10,0,0,0,17,0,0,0,11,14,3,30,0,0,0,10,*,8,30,5,25,14,10,14,10,10,10,4,0,30,3,1.03,10,0,3,7,*,*,7,10,0,10,10,0,7,*,10,0,10,0,10,0,10,6,0,9,7,3,4,*,4,4,9,*,5,9,5,*,4,0,*,*,5,0
06,Colima,001,Armería,0001,Ciudad de Armería,0081,003,35,18,17,0,0,0,35,18,17,34,17,17,32,17,15,29,14,15,27,13,14,*,*,*,*,0,*,4,3,*,3,3,0,*,*,*,3,*,*,7,9,5,4,94.44,6,21,8,2.71,26,13,13,6,3,3,34,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,*,0,0,0,6,3,4,0,0,0,*,0,28,*,*,0,0,0,0,0,0,0,*,*,*,*,0,*,0,0,0,*,*,0,5,3,*,0,0,0,6,3,3,*,*,*,5,4,*,10,3,7,7.97,7.21,8.67,16,4,12,16,13,3,16,4,12,0,0,0,3,32,14,3,0,*,14,0,0,0,9,19,4,24,6,0,5,13,5,8,35,13,22,14,13,14,13,13,13,*,0,35,2.69,0.88,13,0,9,4,*,3,9,13,0,13,13,0,11,0,13,0,13,0,13,0,13,5,0,13,13,6,8,*,*,7,13,*,3,13,7,3,4,*,0,0,6,0
06,Colima,001,Armería,0001,Ciudad de Armería,0081,004,15,7,8,0,0,0,15,7,8,15,7,8,14,6,8,11,4,7,11,4,7,*,*,0,0,0,0,3,*,*,3,*,*,0,0,0,*,0,*,*,*,*,*,114.29,4,9,*,1.33,13,5,8,*,*,0,15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,*,*,0,0,*,*,0,12,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,*,*,0,*,0,*,0,0,0,0,0,0,3,*,*,6,*,4,10.09,8.25,11.14,4,*,3,10,5,5,4,*,3,0,0,0,0,15,9,0,0,0,6,0,0,0,6,6,*,15,0,0,0,5,*,4,15,*,14,8,5,8,5,5,5,3,0,15,3,1.07,4,*,3,*,*,*,*,4,*,5,5,0,*,*,5,0,5,0,4,0,5,*,*,4,4,*,3,*,3,*,4,*,*,3,*,*,*,0,*,*,4,*
06,Colima,001,Armería,0001,Ciudad de Armería,0081,005,29,18,11,*,*,*,27,17,10,27,17,10,25,16,9,24,15,9,24,15,9,0,0,0,*,*,*,*,*,0,*,*,0,0,0,0,*,*,*,6,12,8,4,61.11,5,15,9,3,23,15,8,6,3,3,27,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,*,0,*,0,*,*,6,3,4,0,*,*,0,*,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,*,*,7,3,4,*,*,0,3,3,0,*,0,*,3,*,*,9,7,*,7.42,8.53,5.56,14,9,5,11,7,4,14,9,5,0,0,0,4,25,8,8,0,0,9,0,0,0,7,13,5,24,3,0,*,13,6,7,29,10,19,14,13,13,12,13,13,*,0,29,2.23,0.64,13,0,*,11,0,*,11,13,0,13,13,0,8,*,13,0,13,0,13,0,13,6,0,13,7,4,7,3,3,8,9,3,4,10,3,5,*,*,*,*,9,*
06,Colima,001,Armería,0001,Ciudad de Armería,0081,006,78,42,36,6,3,3,72,39,33,69,37,32,63,34,29,60,32,28,58,30,28,4,*,*,5,3,*,7,4,3,3,*,*,*,*,0,9,8,*,22,13,7,6,85.71,18,51,9,1.94,64,36,28,14,6,8,69,37,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,*,*,*,0,0,13,8,6,4,4,4,6,*,59,*,*,*,0,0,0,0,0,0,*,*,0,*,*,0,0,0,0,4,3,*,5,4,*,3,*,*,9,3,6,*,0,*,17,10,7,23,12,11,9.15,9,9.32,30,11,19,33,23,10,30,11,19,0,0,0,11,67,32,7,0,0,27,0,*,0,21,35,7,70,4,0,4,22,6,16,78,25,53,32,22,32,22,22,22,10,0,78,3.55,1.15,22,0,8,14,4,3,15,22,0,20,20,*,10,*,21,0,22,0,20,0,21,9,0,20,19,6,12,4,10,12,22,7,5,20,11,10,5,*,0,*,11,0
