model,state,r2,mae,rmse,n
ridge,01,0.5471364259719849,0.4515538811683655,0.6356002688407898,404
ridge,02,0.35953402519226074,0.6405690312385559,0.8926451802253723,1495
ridge,03,0.37829476594924927,0.7257041931152344,1.0171493291854858,625
ridge,04,0.6015828251838684,0.5803159475326538,0.8229861259460449,435
ridge,05,0.556635320186615,0.7020874619483948,1.0352479219436646,1751
ridge,06,0.4773649573326111,0.6512267589569092,1.0198264122009277,465
ridge,07,0.5433504581451416,0.5099344849586487,0.7228266000747681,1657
ridge,08,0.6000710725784302,0.695488452911377,0.9974985718727112,2466
ridge,09,0.40355533361434937,0.5063759088516235,0.7818638682365417,2411
ridge,10,0.45097094774246216,0.7162978649139404,1.0243384838104248,1420
ridge,11,0.46555477380752563,0.722571074962616,1.0157111883163452,2657
ridge,12,0.49799323081970215,0.6511819958686829,0.8925074338912964,2105
ridge,13,0.6221842765808105,0.5474713444709778,0.773959755897522,1209
ridge,14,0.5084389448165894,0.6781331300735474,0.9892696738243103,4091
ridge,15,0.6556580066680908,0.4793028235435486,0.7276179790496826,4043
ridge,16,0.5915654897689819,0.5808656215667725,0.8423296809196472,2332
ridge,17,0.4497346878051758,0.5333112478256226,0.8094891905784607,955
ridge,18,0.3701878786087036,0.5939184427261353,0.8929322957992554,588
ridge,19,0.628581166267395,0.678708016872406,0.9817999601364136,2195
ridge,20,0.5205280780792236,0.6123031973838806,0.8434849381446838,2285
ridge,21,0.6193094253540039,0.5311394333839417,0.7610160708427429,2342
ridge,22,0.4611765742301941,0.5284310579299927,0.8326049447059631,608
ridge,23,0.6019365787506104,0.7196033596992493,1.0608872175216675,762
ridge,24,0.4509209394454956,0.6945430636405945,1.0210789442062378,1253
ridge,25,0.34434133768081665,0.6456790566444397,0.9533045887947083,1506
ridge,26,0.3792238235473633,0.8155521750450134,1.1521857976913452,2416
ridge,27,0.5454686880111694,0.427922785282135,0.6643308997154236,513
ridge,28,0.5907183885574341,0.610589861869812,0.8800094723701477,2037
ridge,29,0.6746808290481567,0.5120809078216553,0.7145215272903442,623
ridge,30,0.5183752775192261,0.5272626876831055,0.7843759655952454,2985
ridge,31,0.5159721970558167,0.6388840079307556,0.9118012189865112,1374
ridge,32,0.4030691981315613,0.720556378364563,0.9789476990699768,1514
xgboost,01,0.607014000415802,0.40943780541419983,0.5920916199684143,404
xgboost,02,0.46077656745910645,0.5680180788040161,0.8190590143203735,1495
xgboost,03,0.3743731379508972,0.7227570414543152,1.0203523635864258,625
xgboost,04,0.6015205383300781,0.5570172667503357,0.8230504989624023,435
xgboost,05,0.6358309984207153,0.6125258803367615,0.9382429718971252,1751
xgboost,06,0.5021666288375854,0.6336820721626282,0.9953343868255615,465
xgboost,07,0.5969008803367615,0.4676789343357086,0.6791231036186218,1657
xgboost,08,0.6560723781585693,0.6247773170471191,0.9250269532203674,2466
xgboost,09,0.5323097705841064,0.4332844614982605,0.6923491954803467,2411
xgboost,10,0.468718945980072,0.6944168210029602,1.0076459646224976,1420
xgboost,11,0.4951918125152588,0.6899211406707764,0.9871469736099243,2657
xgboost,12,0.5357635021209717,0.618589460849762,0.8582754135131836,2105
xgboost,13,0.6349648237228394,0.5181014537811279,0.7607566714286804,1209
xgboost,14,0.5469129085540771,0.641832709312439,0.9497663378715515,4091
xgboost,15,0.7204684615135193,0.4179812967777252,0.6555772423744202,4043
xgboost,16,0.6170481443405151,0.5490454435348511,0.8156296014785767,2332
xgboost,17,0.526439905166626,0.4891299307346344,0.7509526610374451,955
xgboost,18,0.43871957063674927,0.556037425994873,0.8429521918296814,588
xgboost,19,0.6975194811820984,0.5788488388061523,0.8860123157501221,2195
xgboost,20,0.5780519247055054,0.561337411403656,0.7912709712982178,2285
xgboost,21,0.6666827201843262,0.47628968954086304,0.712092936038971,2342
xgboost,22,0.5709044933319092,0.47503462433815,0.743006706237793,608
xgboost,23,0.6745239496231079,0.6200651526451111,0.959295928478241,762
xgboost,24,0.5294623374938965,0.643635630607605,0.9452334046363831,1253
xgboost,25,0.4193599820137024,0.5907564163208008,0.897111177444458,1506
xgboost,26,0.4611784815788269,0.7301604151725769,1.0734392404556274,2416
xgboost,27,0.49227988719940186,0.47128909826278687,0.7021254301071167,513
xgboost,28,0.6541356444358826,0.5413197875022888,0.8089638948440552,2037
xgboost,29,0.7464951276779175,0.42849260568618774,0.6307446956634521,623
xgboost,30,0.5644714832305908,0.48963454365730286,0.7458958625793457,2985
xgboost,31,0.5965428352355957,0.5537266731262207,0.8324607014656067,1374
xgboost,32,0.389856219291687,0.7274041175842285,0.9897227883338928,1514
